,City,Temp_max,Humidity,wind_speed,city_id,country_code,long,lat,Cloudiness,datetime
0,Flin Flon,53.92,96.0,4.56,5954718.0,CA,-101.865,54.7682,54.0,1685703602.0
1,Severo-Kuril'sk,39.43,98.0,12.46,2121385.0,RU,156.125,50.6789,100.0,1685703622.0
2,Codrington,52.66,73.0,6.11,2171099.0,AU,141.9667,-38.2667,100.0,1685703629.0
3,Bredasdorp,67.59,62.0,3.94,1015776.0,ZA,20.0403,-34.5322,100.0,1685703635.0
4,Kindersley,51.82,93.0,10.36,5992154.0,CA,-109.1682,51.4668,20.0,1685703573.0
5,Kavieng,83.35,73.0,8.23,2094342.0,PG,150.7967,-2.5744,100.0,1685703640.0
6,Brae,48.47,60.0,7.18,2654970.0,GB,-1.353,60.3964,62.0,1685703642.0
7,Hithadhoo,83.08,74.0,8.23,1282256.0,MV,73.0833,-0.6,100.0,1685703644.0
8,Ponta Delgada,68.72,73.0,11.5,3372783.0,PT,-25.6667,37.7333,20.0,1685703647.0
9,Kaitangata,47.93,75.0,8.97,2208248.0,NZ,169.8464,-46.2817,65.0,1685703649.0
10,Neiafu,77.4,82.0,15.03,4032420.0,TO,-173.9833,-18.65,96.0,1685703651.0
11,Busselton,60.78,64.0,13.29,2075265.0,AU,115.3333,-33.65,51.0,1685703653.0
12,Kudahuvadhoo,83.57,76.0,19.62,1337607.0,MV,72.8944,2.6708,100.0,1685703655.0
13,Port Macquarie,56.89,97.0,2.19,2152659.0,AU,152.9167,-31.4333,36.0,1685703657.0
14,Jamestown,60.98,74.0,3.44,5122534.0,US,-79.2353,42.097,0.0,1685703659.0
15,Nantucket,61.05,98.0,4.61,4944903.0,US,-70.0995,41.2835,100.0,1685703566.0
16,São João da Barra,66.29,82.0,12.24,3448903.0,BR,-41.0511,-21.6403,0.0,1685703664.0
17,Castlebar,60.75,66.0,6.17,2965654.0,IE,-9.3,53.85,18.0,1685703666.0
18,Katobu,76.75,87.0,5.19,1640972.0,ID,122.5276,-4.9408,40.0,1685703668.0
19,Port Lincoln,63.0,63.0,8.28,2063036.0,AU,135.8667,-34.7333,53.0,1685703670.0
20,Padampur,92.08,30.0,9.89,1260938.0,IN,73.6167,29.6833,1.0,1685703673.0
21,Cayenne,75.24,94.0,2.3,3382160.0,GF,-52.3333,4.9333,0.0,1685703607.0
22,Norman Wells,44.64,87.0,5.75,6089245.0,CA,-126.8329,65.282,20.0,1685703677.0
23,Upernavik,26.49,85.0,6.35,3418910.0,GL,-56.1549,72.7868,43.0,1685703679.0
24,Ushuaia,47.86,71.0,10.36,3833367.0,AR,-68.3,-54.8,75.0,1685703681.0
25,Tasiilaq,33.96,99.0,5.88,3424607.0,GL,-37.6368,65.6145,100.0,1685703684.0
26,Thunder Bay,51.71,93.0,3.44,6166142.0,CA,-89.3168,48.4001,40.0,1685703608.0
27,Provideniya,31.42,88.0,4.41,4031574.0,RU,-173.3,64.3833,74.0,1685703688.0
28,Cap Malheureux,79.47,54.0,10.0,934649.0,MU,57.6142,-19.9842,63.0,1685703671.0
29,West Wendover,56.41,67.0,5.75,5710035.0,US,-114.0733,40.7391,0.0,1685703692.0
30,Tautira,75.96,63.0,7.47,4033557.0,PF,-149.15,-17.7333,17.0,1685703694.0
31,Avarua,62.65,94.0,2.3,4035715.0,CK,-159.775,-21.2078,32.0,1685703696.0
32,Punta Arenas,42.91,87.0,10.36,3874787.0,CL,-70.9167,-53.15,0.0,1685703440.0
33,Ozernovskiy,40.64,89.0,4.21,2122293.0,RU,156.5167,51.5,100.0,1685703701.0
34,Aksu,81.19,18.0,10.87,1529660.0,CN,80.2644,41.1231,100.0,1685703703.0
35,Arrondissement d'Ajaccio,69.78,64.0,11.5,3038333.0,FR,8.9167,42.0,40.0,1685703705.0
36,Cabedelo,77.67,89.0,7.45,3404558.0,BR,-34.8339,-6.9811,61.0,1685703646.0
37,Dikson,33.21,99.0,12.01,1507390.0,RU,80.5464,73.5069,100.0,1685703709.0
38,Hobart,46.78,82.0,8.05,2163355.0,AU,147.3294,-42.8794,75.0,1685703616.0
39,Vestmannaeyjar,49.19,100.0,13.8,3412093.0,IS,-20.2734,63.4427,100.0,1685703714.0
40,Alofi,69.69,100.0,1.14,4036284.0,NU,-169.9187,-19.0595,40.0,1685703716.0
41,Carnarvon,68.58,52.0,17.16,2074865.0,AU,113.6333,-24.8667,0.0,1685703718.0
42,Saint-Philippe,76.59,73.0,13.49,935215.0,RE,55.7679,-21.3585,51.0,1685703720.0
43,Cabra,68.94,48.0,7.2,2520645.0,ES,-4.4421,37.4725,98.0,1685703722.0
44,Feldbach,78.55,45.0,2.86,2779685.0,AT,15.8883,46.9531,56.0,1685703724.0
45,Tual,81.86,82.0,18.77,1623197.0,ID,132.75,-5.6667,52.0,1685703727.0
46,Longyearbyen,33.64,55.0,6.91,2729907.0,SJ,15.6401,78.2186,0.0,1685703729.0
47,Dukat,52.29,49.0,6.02,2125906.0,RU,155.55,62.55,85.0,1685703731.0
48,Jalu,90.28,21.0,12.17,86049.0,LY,21.5482,29.0331,9.0,1685703733.0
49,Vaini,71.76,73.0,10.36,4032243.0,TO,-175.2,-21.2,75.0,1685703735.0
50,Albany,64.15,79.0,1.01,5106841.0,US,-73.9662,42.6001,0.0,1685703535.0
51,Karaton,78.93,84.0,1.77,1630058.0,ID,106.1045,-6.3424,84.0,1685703740.0
