,City,Temp_max,Humidity,wind_speed,city_id,country_code,long,lat,Cloudiness,datetime
0,Flin Flon,61.16,64.0,10.16,5954718.0,CA,-101.865,54.7682,0.0,1685592003.0
1,Severo-Kuril'sk,38.3,93.0,1.48,2121385.0,RU,156.125,50.6789,98.0,1685592006.0
2,Codrington,56.39,51.0,8.61,2171099.0,AU,141.9667,-38.2667,86.0,1685592010.0
3,Bredasdorp,58.69,93.0,4.32,1015776.0,ZA,20.0403,-34.5322,100.0,1685592012.0
4,Kindersley,73.42,28.0,11.5,5992154.0,CA,-109.1682,51.4668,75.0,1685592016.0
5,Kavieng,82.74,78.0,13.47,2094342.0,PG,150.7967,-2.5744,100.0,1685592019.0
6,Brae,45.72,74.0,14.7,2654970.0,GB,-1.353,60.3964,30.0,1685592025.0
7,Hithadhoo,83.19,71.0,10.92,1282256.0,MV,73.0833,-0.6,100.0,1685592028.0
8,Ponta Delgada,63.32,88.0,3.44,3372783.0,PT,-25.6667,37.7333,40.0,1685592031.0
9,Kaitangata,60.93,62.0,4.18,2208248.0,NZ,169.8464,-46.2817,52.0,1685592034.0
10,Neiafu,81.28,69.0,4.61,4032420.0,TO,-173.9833,-18.65,40.0,1685592036.0
11,Busselton,61.07,62.0,13.44,2075265.0,AU,115.3333,-33.65,32.0,1685592039.0
12,Kudahuvadhoo,82.44,78.0,17.6,1337607.0,MV,72.8944,2.6708,100.0,1685592041.0
13,Port Macquarie,75.88,34.0,4.0,2152659.0,AU,152.9167,-31.4333,44.0,1685592043.0
14,Jamestown,65.03,77.0,4.76,5122534.0,US,-79.2353,42.097,29.0,1685591875.0
15,Nantucket,55.29,93.0,8.43,4944903.0,US,-70.0995,41.2835,0.0,1685591835.0
16,São João da Barra,68.16,96.0,4.43,3448903.0,BR,-41.0511,-21.6403,100.0,1685592049.0
17,Castlebar,54.59,83.0,3.22,2965654.0,IE,-9.3,53.85,72.0,1685592051.0
18,Katobu,86.34,63.0,5.64,1640972.0,ID,122.5276,-4.9408,97.0,1685592053.0
19,Port Lincoln,63.75,71.0,9.28,2063036.0,AU,135.8667,-34.7333,100.0,1685592056.0
20,Padampur,77.13,56.0,3.74,1260938.0,IN,73.6167,29.6833,63.0,1685592058.0
21,Cayenne,75.24,94.0,1.14,3382160.0,GF,-52.3333,4.9333,0.0,1685592060.0
22,Norman Wells,60.84,44.0,6.91,6089245.0,CA,-126.8329,65.282,75.0,1685592062.0
23,Upernavik,31.28,99.0,4.56,3418910.0,GL,-56.1549,72.7868,100.0,1685592064.0
