,City,Temp_max,Humidity,wind_speed,city_id,country_code,long,lat,Cloudiness,datetime
0,Flin Flon,57.04,88.0,5.75,5954718.0,CA,-101.865,54.7682,100.0,1685638802.0
1,Severo-Kuril'sk,37.53,92.0,9.73,2121385.0,RU,156.125,50.6789,77.0,1685638808.0
2,Codrington,45.34,77.0,4.88,2171099.0,AU,141.9667,-38.2667,100.0,1685638813.0
3,Bredasdorp,61.52,90.0,4.5,1015776.0,ZA,20.0403,-34.5322,100.0,1685638821.0
4,Kindersley,75.22,41.0,6.91,5992154.0,CA,-109.1682,51.4668,75.0,1685638831.0
5,Kavieng,84.13,77.0,16.13,2094342.0,PG,150.7967,-2.5744,100.0,1685638842.0
6,Brae,46.72,72.0,11.65,2654970.0,GB,-1.353,60.3964,22.0,1685638845.0
7,Hithadhoo,82.6,72.0,4.81,1282256.0,MV,73.0833,-0.6,94.0,1685638847.0
8,Ponta Delgada,70.52,73.0,8.05,3372783.0,PT,-25.6667,37.7333,75.0,1685638849.0
9,Kaitangata,46.09,73.0,10.29,2208248.0,NZ,169.8464,-46.2817,6.0,1685638851.0
10,Neiafu,66.88,100.0,0.0,4032420.0,TO,-173.9833,-18.65,20.0,1685638854.0
11,Busselton,59.94,67.0,13.04,2075265.0,AU,115.3333,-33.65,87.0,1685638857.0
12,Kudahuvadhoo,82.72,77.0,18.03,1337607.0,MV,72.8944,2.6708,100.0,1685638859.0
13,Port Macquarie,48.88,80.0,1.97,2152659.0,AU,152.9167,-31.4333,5.0,1685638861.0
14,Jamestown,78.4,41.0,0.0,5122534.0,US,-79.2353,42.097,0.0,1685638863.0
15,Nantucket,66.42,82.0,6.91,4944903.0,US,-70.0995,41.2835,0.0,1685638584.0
16,São João da Barra,84.29,61.0,9.24,3448903.0,BR,-41.0511,-21.6403,10.0,1685638868.0
17,Castlebar,66.58,71.0,8.75,2965654.0,IE,-9.3,53.85,17.0,1685638870.0
18,Katobu,74.1,92.0,3.87,1640972.0,ID,122.5276,-4.9408,17.0,1685638872.0
19,Port Lincoln,59.49,92.0,13.02,2063036.0,AU,135.8667,-34.7333,95.0,1685638875.0
20,Padampur,81.14,54.0,9.89,1260938.0,IN,73.6167,29.6833,35.0,1685638877.0
21,Cayenne,86.04,66.0,9.22,3382160.0,GF,-52.3333,4.9333,75.0,1685638879.0
22,Norman Wells,53.64,58.0,11.5,6089245.0,CA,-126.8329,65.282,75.0,1685638882.0
23,Upernavik,30.43,97.0,9.62,3418910.0,GL,-56.1549,72.7868,100.0,1685638886.0
24,Ushuaia,49.66,43.0,10.36,3833367.0,AR,-68.3,-54.8,20.0,1685638888.0
25,Tasiilaq,35.76,99.0,6.91,3424607.0,GL,-37.6368,65.6145,100.0,1685638896.0
26,Thunder Bay,71.51,53.0,6.91,6166142.0,CA,-89.3168,48.4001,75.0,1685638864.0
27,Provideniya,33.85,90.0,2.13,4031574.0,RU,-173.3,64.3833,99.0,1685638900.0
28,Cap Malheureux,70.47,74.0,3.0,934649.0,MU,57.6142,-19.9842,1.0,1685638876.0
29,West Wendover,69.01,35.0,8.05,5710035.0,US,-114.0733,40.7391,0.0,1685638909.0
30,Tautira,75.11,63.0,10.8,4033557.0,PF,-149.15,-17.7333,30.0,1685638911.0
31,Avarua,62.65,94.0,1.14,4035715.0,CK,-159.775,-21.2078,74.0,1685638918.0
32,Punta Arenas,41.11,65.0,13.8,3874787.0,CL,-70.9167,-53.15,0.0,1685638920.0
33,Ozernovskiy,37.18,93.0,3.09,2122293.0,RU,156.5167,51.5,94.0,1685638923.0
34,Aksu,73.24,29.0,18.48,1529660.0,CN,80.2644,41.1231,100.0,1685638828.0
35,Arrondissement d'Ajaccio,66.18,78.0,5.75,3038333.0,FR,8.9167,42.0,0.0,1685638927.0
36,Cabedelo,86.67,71.0,9.84,3404558.0,BR,-34.8339,-6.9811,35.0,1685638929.0
37,Dikson,32.56,97.0,3.53,1507390.0,RU,80.5464,73.5069,99.0,1685638932.0
38,Hobart,46.85,76.0,6.91,2163355.0,AU,147.3294,-42.8794,75.0,1685638805.0
39,Vestmannaeyjar,49.19,100.0,13.8,3412093.0,IS,-20.2734,63.4427,100.0,1685638936.0
40,Alofi,66.09,94.0,2.3,4036284.0,NU,-169.9187,-19.0595,87.0,1685638938.0
41,Carnarvon,67.41,70.0,21.81,2074865.0,AU,113.6333,-24.8667,0.0,1685638940.0
42,Saint-Philippe,72.99,76.0,12.24,935215.0,RE,55.7679,-21.3585,58.0,1685638943.0
43,Cabra,75.0,33.0,12.03,2520645.0,ES,-4.4421,37.4725,100.0,1685638945.0
44,Feldbach,72.14,51.0,3.85,2779685.0,AT,15.8883,46.9531,46.0,1685638947.0
45,Tual,81.25,82.0,20.85,1623197.0,ID,132.75,-5.6667,96.0,1685638949.0
46,Longyearbyen,35.44,60.0,9.22,2729907.0,SJ,15.6401,78.2186,20.0,1685638952.0
47,Dukat,43.09,73.0,6.53,2125906.0,RU,155.55,62.55,69.0,1685638954.0
48,Jalu,85.24,35.0,26.22,86049.0,LY,21.5482,29.0331,0.0,1685638956.0
49,Vaini,73.56,83.0,9.22,4032243.0,TO,-175.2,-21.2,40.0,1685638958.0
50,Albany,84.43,41.0,1.01,5106841.0,US,-73.9662,42.6001,0.0,1685638960.0
51,Karaton,76.01,89.0,0.78,1630058.0,ID,106.1045,-6.3424,88.0,1685638962.0
