,City,Temp_max,Humidity,wind_speed,city_id,country_code,long,lat,Cloudiness,datetime
0,Flin Flon,61.47,57.0,5.57,5954718.0,CA,-101.865,54.7682,4.0,1685509202.0
1,Severo-Kuril'sk,39.4,97.0,16.8,2121385.0,RU,156.125,50.6789,100.0,1685509205.0
2,Codrington,65.95,59.0,15.3,2171099.0,AU,141.9667,-38.2667,97.0,1685509209.0
3,Bredasdorp,58.35,89.0,4.43,1015776.0,ZA,20.0403,-34.5322,94.0,1685509216.0
4,Kindersley,71.62,43.0,17.27,5992154.0,CA,-109.1682,51.4668,20.0,1685509218.0
5,Kavieng,84.02,72.0,5.44,2094342.0,PG,150.7967,-2.5744,63.0,1685509220.0
6,Brae,49.51,89.0,16.22,2654970.0,GB,-1.353,60.3964,100.0,1685509222.0
7,Hithadhoo,83.39,77.0,14.58,1282256.0,MV,73.0833,-0.6,90.0,1685509226.0
8,Ponta Delgada,63.32,88.0,13.8,3372783.0,PT,-25.6667,37.7333,20.0,1685509217.0
9,Kaitangata,49.59,78.0,5.14,2208248.0,NZ,169.8464,-46.2817,98.0,1685509231.0
10,Neiafu,78.8,82.0,19.66,4032420.0,TO,-173.9833,-18.65,3.0,1685509233.0
11,Busselton,63.25,80.0,13.47,2075265.0,AU,115.3333,-33.65,100.0,1685509236.0
12,Kudahuvadhoo,82.45,78.0,9.82,1337607.0,MV,72.8944,2.6708,100.0,1685509238.0
13,Port Macquarie,69.89,30.0,4.56,2152659.0,AU,152.9167,-31.4333,71.0,1685509240.0
14,Jamestown,63.39,81.0,5.75,5122534.0,US,-79.2353,42.097,0.0,1685509242.0
15,Nantucket,51.15,91.0,9.15,4944903.0,US,-70.0995,41.2835,3.0,1685509244.0
16,São João da Barra,63.68,96.0,3.47,3448903.0,BR,-41.0511,-21.6403,97.0,1685509246.0
17,Castlebar,54.75,93.0,2.64,2965654.0,IE,-9.3,53.85,6.0,1685509248.0
18,Katobu,81.14,84.0,7.85,1640972.0,ID,122.5276,-4.9408,100.0,1685509250.0
19,Port Lincoln,69.35,42.0,17.4,2063036.0,AU,135.8667,-34.7333,98.0,1685509253.0
20,Padampur,77.86,61.0,3.87,1260938.0,IN,73.6167,29.6833,100.0,1685509255.0
21,Cayenne,75.24,94.0,3.44,3382160.0,GF,-52.3333,4.9333,75.0,1685509204.0
22,Norman Wells,57.24,58.0,9.22,6089245.0,CA,-126.8329,65.282,75.0,1685509259.0
23,Upernavik,30.96,98.0,3.69,3418910.0,GL,-56.1549,72.7868,100.0,1685509180.0
24,Ushuaia,55.06,54.0,11.5,3833367.0,AR,-68.3,-54.8,0.0,1685509263.0
25,Tasiilaq,33.96,77.0,5.14,3424607.0,GL,-37.6368,65.6145,91.0,1685509265.0
26,Thunder Bay,51.71,76.0,5.75,6166142.0,CA,-89.3168,48.4001,40.0,1685509087.0
27,Provideniya,41.11,65.0,6.71,4031574.0,RU,-173.3,64.3833,0.0,1685509270.0
28,Cap Malheureux,77.47,65.0,5.01,934649.0,MU,57.6142,-19.9842,0.0,1685509272.0
29,West Wendover,70.81,26.0,0.0,5710035.0,US,-114.0733,40.7391,0.0,1685509084.0
30,Tautira,78.03,83.0,17.16,4033557.0,PF,-149.15,-17.7333,68.0,1685509276.0
31,Avarua,69.85,60.0,3.44,4035715.0,CK,-159.775,-21.2078,20.0,1685509278.0
32,Punta Arenas,46.51,76.0,11.5,3874787.0,CL,-70.9167,-53.15,40.0,1685509221.0
33,Ozernovskiy,41.34,90.0,8.75,2122293.0,RU,156.5167,51.5,100.0,1685509283.0
34,Aksu,79.61,19.0,4.18,1529660.0,CN,80.2644,41.1231,43.0,1685509226.0
35,Arrondissement d'Ajaccio,56.28,85.0,5.75,3038333.0,FR,8.9167,42.0,0.0,1685509287.0
36,Cabedelo,75.87,86.0,10.38,3404558.0,BR,-34.8339,-6.9811,19.0,1685509289.0
37,Dikson,31.78,98.0,9.4,1507390.0,RU,80.5464,73.5069,100.0,1685509291.0
38,Hobart,63.91,54.0,32.21,2163355.0,AU,147.3294,-42.8794,40.0,1685509294.0
39,Vestmannaeyjar,45.3,87.0,9.44,3412093.0,IS,-20.2734,63.4427,47.0,1685509296.0
40,Alofi,76.89,69.0,11.5,4036284.0,NU,-169.9187,-19.0595,100.0,1685509298.0
41,Carnarvon,75.16,51.0,7.27,2074865.0,AU,113.6333,-24.8667,0.0,1685509300.0
42,Saint-Philippe,74.79,72.0,4.94,935215.0,RE,55.7679,-21.3585,13.0,1685509302.0
43,Cabra,58.98,85.0,0.6,2520645.0,ES,-4.4421,37.4725,53.0,1685509304.0
44,Feldbach,55.83,73.0,2.73,2779685.0,AT,15.8883,46.9531,77.0,1685509306.0
45,Tual,81.39,83.0,19.53,1623197.0,ID,132.75,-5.6667,63.0,1685509309.0
46,Longyearbyen,33.64,86.0,12.66,2729907.0,SJ,15.6401,78.2186,75.0,1685509311.0
47,Dukat,58.78,36.0,6.49,2125906.0,RU,155.55,62.55,50.0,1685509313.0
48,Jalu,86.38,17.0,8.7,86049.0,LY,21.5482,29.0331,73.0,1685509315.0
49,Vaini,77.16,94.0,10.36,4032243.0,TO,-175.2,-21.2,75.0,1685509317.0
50,Albany,56.68,63.0,4.56,5106841.0,US,-73.9662,42.6001,8.0,1685509034.0
51,Karaton,90.43,49.0,0.54,1630058.0,ID,106.1045,-6.3424,19.0,1685509322.0
52,Saldanha,57.25,93.0,13.47,3361934.0,ZA,17.9442,-33.0117,86.0,1685509324.0
53,Castro,53.91,98.0,2.59,3466704.0,BR,-50.0119,-24.7911,100.0,1685509326.0
54,Inhambane,69.51,78.0,5.59,1045114.0,MZ,35.3833,-23.865,23.0,1685509329.0
