,City,Temp_max,Humidity,wind_speed,city_id,country_code,long,lat,Cloudiness,datetime
0,Flin Flon,57.04,88.0,4.61,5954718.0,CA,-101.865,54.7682,0.0,1685534407.0
1,Severo-Kuril'sk,40.64,92.0,6.38,2121385.0,RU,156.125,50.6789,100.0,1685534420.0
2,Codrington,59.99,83.0,18.37,2171099.0,AU,141.9667,-38.2667,46.0,1685534427.0
3,Bredasdorp,60.49,91.0,5.86,1015776.0,ZA,20.0403,-34.5322,100.0,1685534430.0
4,Kindersley,51.82,76.0,5.75,5992154.0,CA,-109.1682,51.4668,20.0,1685534436.0
5,Kavieng,84.36,76.0,9.86,2094342.0,PG,150.7967,-2.5744,50.0,1685534440.0
6,Brae,49.14,83.0,13.58,2654970.0,GB,-1.353,60.3964,100.0,1685534442.0
7,Hithadhoo,83.73,76.0,11.56,1282256.0,MV,73.0833,-0.6,100.0,1685534444.0
8,Ponta Delgada,66.92,82.0,12.66,3372783.0,PT,-25.6667,37.7333,75.0,1685534446.0
9,Kaitangata,47.77,83.0,4.05,2208248.0,NZ,169.8464,-46.2817,45.0,1685534449.0
10,Neiafu,77.52,81.0,15.97,4032420.0,TO,-173.9833,-18.65,87.0,1685534451.0
11,Busselton,60.89,85.0,14.38,2075265.0,AU,115.3333,-33.65,65.0,1685534453.0
12,Kudahuvadhoo,83.34,77.0,15.1,1337607.0,MV,72.8944,2.6708,100.0,1685534455.0
13,Port Macquarie,52.9,62.0,2.35,2152659.0,AU,152.9167,-31.4333,93.0,1685534458.0
14,Jamestown,62.91,75.0,6.91,5122534.0,US,-79.2353,42.097,0.0,1685534460.0
15,Nantucket,54.18,90.0,6.98,4944903.0,US,-70.0995,41.2835,2.0,1685534463.0
16,São João da Barra,68.09,87.0,6.33,3448903.0,BR,-41.0511,-21.6403,100.0,1685534465.0
17,Castlebar,67.6,50.0,7.72,2965654.0,IE,-9.3,53.85,5.0,1685534467.0
18,Katobu,74.89,94.0,5.28,1640972.0,ID,122.5276,-4.9408,68.0,1685534470.0
19,Port Lincoln,60.24,88.0,9.84,2063036.0,AU,135.8667,-34.7333,64.0,1685534472.0
20,Padampur,90.09,36.0,3.56,1260938.0,IN,73.6167,29.6833,71.0,1685534474.0
21,Cayenne,78.84,89.0,0.0,3382160.0,GF,-52.3333,4.9333,0.0,1685534451.0
22,Norman Wells,46.44,93.0,3.44,6089245.0,CA,-126.8329,65.282,75.0,1685534479.0
23,Upernavik,32.99,99.0,5.75,3418910.0,GL,-56.1549,72.7868,100.0,1685534481.0
24,Ushuaia,40.66,81.0,8.05,3833367.0,AR,-68.3,-54.8,40.0,1685534483.0
25,Tasiilaq,41.16,98.0,5.3,3424607.0,GL,-37.6368,65.6145,100.0,1685534486.0
26,Thunder Bay,51.71,82.0,6.91,6166142.0,CA,-89.3168,48.4001,75.0,1685534488.0
