,City,Temp_max,Humidity,wind_speed,city_id,country_code,long,lat,Cloudiness,datetime
0,Flin Flon,60.13,83.0,7.85,5954718.0,CA,-101.865,54.7682,5.0,1685682006.0
1,Severo-Kuril'sk,39.4,94.0,15.55,2121385.0,RU,156.125,50.6789,100.0,1685682009.0
2,Codrington,58.93,59.0,5.84,2171099.0,AU,141.9667,-38.2667,80.0,1685682013.0
3,Bredasdorp,55.83,96.0,3.87,1015776.0,ZA,20.0403,-34.5322,85.0,1685682017.0
4,Kindersley,60.82,82.0,11.5,5992154.0,CA,-109.1682,51.4668,40.0,1685682020.0
5,Kavieng,83.66,75.0,10.65,2094342.0,PG,150.7967,-2.5744,52.0,1685682022.0
6,Brae,45.91,65.0,2.57,2654970.0,GB,-1.353,60.3964,18.0,1685682024.0
7,Hithadhoo,82.85,72.0,6.76,1282256.0,MV,73.0833,-0.6,100.0,1685682026.0
8,Ponta Delgada,63.32,88.0,3.44,3372783.0,PT,-25.6667,37.7333,20.0,1685682029.0
9,Kaitangata,47.93,66.0,9.98,2208248.0,NZ,169.8464,-46.2817,73.0,1685682031.0
10,Neiafu,77.68,88.0,4.61,4032420.0,TO,-173.9833,-18.65,75.0,1685682033.0
11,Busselton,59.11,71.0,12.1,2075265.0,AU,115.3333,-33.65,96.0,1685682035.0
12,Kudahuvadhoo,82.81,79.0,19.15,1337607.0,MV,72.8944,2.6708,100.0,1685682038.0
13,Port Macquarie,70.9,49.0,6.38,2152659.0,AU,152.9167,-31.4333,23.0,1685682042.0
14,Jamestown,67.06,66.0,4.61,5122534.0,US,-79.2353,42.097,0.0,1685681775.0
15,Nantucket,57.79,97.0,0.0,4944903.0,US,-70.0995,41.2835,75.0,1685681907.0
16,São João da Barra,67.8,89.0,12.17,3448903.0,BR,-41.0511,-21.6403,2.0,1685681761.0
17,Castlebar,54.01,90.0,3.62,2965654.0,IE,-9.3,53.85,10.0,1685682051.0
18,Katobu,86.0,63.0,5.64,1640972.0,ID,122.5276,-4.9408,76.0,1685682053.0
19,Port Lincoln,74.75,27.0,12.75,2063036.0,AU,135.8667,-34.7333,90.0,1685682055.0
20,Padampur,83.08,43.0,6.08,1260938.0,IN,73.6167,29.6833,0.0,1685682057.0
21,Cayenne,73.44,100.0,0.0,3382160.0,GF,-52.3333,4.9333,0.0,1685682059.0
22,Norman Wells,51.84,71.0,14.97,6089245.0,CA,-126.8329,65.282,75.0,1685681789.0
23,Upernavik,24.01,90.0,4.54,3418910.0,GL,-56.1549,72.7868,100.0,1685682063.0
24,Ushuaia,49.66,50.0,14.97,3833367.0,AR,-68.3,-54.8,20.0,1685682065.0
25,Tasiilaq,32.16,97.0,1.74,3424607.0,GL,-37.6368,65.6145,100.0,1685682068.0
26,Thunder Bay,60.71,82.0,8.05,6166142.0,CA,-89.3168,48.4001,75.0,1685681859.0
27,Provideniya,33.91,86.0,13.42,4031574.0,RU,-173.3,64.3833,75.0,1685682072.0
28,Cap Malheureux,78.48,61.0,5.01,934649.0,MU,57.6142,-19.9842,14.0,1685682075.0
29,West Wendover,65.41,45.0,14.97,5710035.0,US,-114.0733,40.7391,20.0,1685682077.0
30,Tautira,76.44,66.0,11.97,4033557.0,PF,-149.15,-17.7333,10.0,1685682079.0
31,Avarua,68.05,83.0,2.3,4035715.0,CK,-159.775,-21.2078,55.0,1685682082.0
32,Punta Arenas,44.71,81.0,18.41,3874787.0,CL,-70.9167,-53.15,0.0,1685681919.0
33,Ozernovskiy,41.56,93.0,5.75,2122293.0,RU,156.5167,51.5,86.0,1685682086.0
34,Aksu,79.75,20.0,6.55,1529660.0,CN,80.2644,41.1231,100.0,1685682088.0
35,Arrondissement d'Ajaccio,55.38,82.0,8.05,3038333.0,FR,8.9167,42.0,0.0,1685681922.0
36,Cabedelo,75.87,87.0,9.66,3404558.0,BR,-34.8339,-6.9811,22.0,1685682092.0
37,Dikson,34.41,98.0,7.56,1507390.0,RU,80.5464,73.5069,96.0,1685682094.0
38,Hobart,55.56,63.0,10.36,2163355.0,AU,147.3294,-42.8794,75.0,1685682046.0
39,Vestmannaeyjar,48.2,95.0,10.78,3412093.0,IS,-20.2734,63.4427,96.0,1685682099.0
40,Alofi,78.69,73.0,5.75,4036284.0,NU,-169.9187,-19.0595,41.0,1685682101.0
41,Carnarvon,69.98,46.0,15.97,2074865.0,AU,113.6333,-24.8667,0.0,1685682103.0
42,Saint-Philippe,76.59,81.0,11.9,935215.0,RE,55.7679,-21.3585,12.0,1685682105.0
43,Cabra,59.2,68.0,2.91,2520645.0,ES,-4.4421,37.4725,73.0,1685682107.0
44,Feldbach,58.5,81.0,2.62,2779685.0,AT,15.8883,46.9531,34.0,1685682109.0
45,Tual,81.34,79.0,16.11,1623197.0,ID,132.75,-5.6667,77.0,1685682112.0
46,Longyearbyen,31.84,47.0,9.22,2729907.0,SJ,15.6401,78.2186,0.0,1685682114.0
47,Dukat,60.6,37.0,10.27,2125906.0,RU,155.55,62.55,66.0,1685682116.0
48,Jalu,68.79,77.0,12.24,86049.0,LY,21.5482,29.0331,19.0,1685682118.0
49,Vaini,75.36,69.0,10.36,4032243.0,TO,-175.2,-21.2,20.0,1685682120.0
50,Albany,66.27,72.0,1.99,5106841.0,US,-73.9662,42.6001,4.0,1685682122.0
51,Karaton,89.28,54.0,2.64,1630058.0,ID,106.1045,-6.3424,63.0,1685682125.0
52,Saldanha,51.85,75.0,22.66,3361934.0,ZA,17.9442,-33.0117,100.0,1685682127.0
53,Castro,49.6,87.0,2.33,3466704.0,BR,-50.0119,-24.7911,0.0,1685682072.0
54,Inhambane,73.0,94.0,8.05,1045114.0,MZ,35.3833,-23.865,20.0,1685682131.0
