,City,Temp_max,Humidity,wind_speed,city_id,country_code,long,lat,Cloudiness,datetime
0,Flin Flon,66.83,50.0,3.13,5954718.0,CA,-101.865,54.7682,7.0,1685502003.0
1,Severo-Kuril'sk,39.4,97.0,16.69,2121385.0,RU,156.125,50.6789,100.0,1685502006.0
2,Codrington,64.87,65.0,16.11,2171099.0,AU,141.9667,-38.2667,100.0,1685502009.0
3,Bredasdorp,58.35,91.0,4.81,1015776.0,ZA,20.0403,-34.5322,100.0,1685502012.0
4,Kindersley,80.62,19.0,10.36,5992154.0,CA,-109.1682,51.4668,20.0,1685502015.0
5,Kavieng,84.56,71.0,5.97,2094342.0,PG,150.7967,-2.5744,69.0,1685502017.0
6,Brae,49.5,91.0,16.35,2654970.0,GB,-1.353,60.3964,99.0,1685502019.0
7,Hithadhoo,83.93,75.0,15.08,1282256.0,MV,73.0833,-0.6,83.0,1685502022.0
8,Ponta Delgada,65.12,82.0,10.36,3372783.0,PT,-25.6667,37.7333,20.0,1685502024.0
9,Kaitangata,52.83,67.0,4.99,2208248.0,NZ,169.8464,-46.2817,100.0,1685502027.0
10,Neiafu,83.08,78.0,17.27,4032420.0,TO,-173.9833,-18.65,40.0,1685502029.0
11,Busselton,62.35,85.0,7.74,2075265.0,AU,115.3333,-33.65,100.0,1685502031.0
12,Kudahuvadhoo,83.34,75.0,10.76,1337607.0,MV,72.8944,2.6708,99.0,1685502034.0
13,Port Macquarie,72.9,41.0,7.96,2152659.0,AU,152.9167,-31.4333,72.0,1685501830.0
14,Jamestown,69.44,67.0,4.61,5122534.0,US,-79.2353,42.097,0.0,1685502038.0
15,Nantucket,51.13,90.0,9.13,4944903.0,US,-70.0995,41.2835,3.0,1685502040.0
16,São João da Barra,64.38,95.0,3.76,3448903.0,BR,-41.0511,-21.6403,100.0,1685502043.0
17,Castlebar,55.58,92.0,2.62,2965654.0,IE,-9.3,53.85,6.0,1685502045.0
18,Katobu,80.6,88.0,7.67,1640972.0,ID,122.5276,-4.9408,100.0,1685502047.0
19,Port Lincoln,67.35,49.0,16.24,2063036.0,AU,135.8667,-34.7333,100.0,1685502049.0
20,Padampur,74.62,69.0,4.68,1260938.0,IN,73.6167,29.6833,100.0,1685502051.0
21,Cayenne,77.04,88.0,0.0,3382160.0,GF,-52.3333,4.9333,0.0,1685502053.0
22,Norman Wells,57.24,62.0,4.61,6089245.0,CA,-126.8329,65.282,75.0,1685502056.0
23,Upernavik,30.92,99.0,5.28,3418910.0,GL,-56.1549,72.7868,100.0,1685502058.0
24,Ushuaia,56.86,51.0,13.8,3833367.0,AR,-68.3,-54.8,40.0,1685502060.0
25,Tasiilaq,33.96,68.0,5.03,3424607.0,GL,-37.6368,65.6145,88.0,1685502062.0
26,Thunder Bay,57.11,62.0,5.75,6166142.0,CA,-89.3168,48.4001,75.0,1685502059.0
27,Provideniya,37.51,70.0,11.18,4031574.0,RU,-173.3,64.3833,0.0,1685502066.0
28,Cap Malheureux,69.48,75.0,1.99,934649.0,MU,57.6142,-19.9842,0.0,1685502068.0
29,West Wendover,78.01,18.0,0.0,5710035.0,US,-114.0733,40.7391,0.0,1685501884.0
30,Tautira,77.94,83.0,15.12,4033557.0,PF,-149.15,-17.7333,56.0,1685502073.0
31,Avarua,75.25,53.0,5.75,4035715.0,CK,-159.775,-21.2078,20.0,1685501981.0
32,Punta Arenas,46.51,81.0,11.5,3874787.0,CL,-70.9167,-53.15,40.0,1685502077.0
33,Ozernovskiy,41.38,91.0,10.76,2122293.0,RU,156.5167,51.5,100.0,1685502079.0
34,Aksu,75.61,20.0,3.33,1529660.0,CN,80.2644,41.1231,56.0,1685502082.0
35,Arrondissement d'Ajaccio,57.7,81.0,6.91,3038333.0,FR,8.9167,42.0,0.0,1685501897.0
36,Cabedelo,75.87,84.0,9.98,3404558.0,BR,-34.8339,-6.9811,4.0,1685502086.0
37,Dikson,32.31,99.0,11.1,1507390.0,RU,80.5464,73.5069,100.0,1685502088.0
38,Hobart,64.94,56.0,26.46,2163355.0,AU,147.3294,-42.8794,75.0,1685501968.0
39,Vestmannaeyjar,45.54,85.0,11.92,3412093.0,IS,-20.2734,63.4427,56.0,1685502093.0
40,Alofi,78.69,69.0,14.97,4036284.0,NU,-169.9187,-19.0595,75.0,1685502095.0
41,Carnarvon,72.93,56.0,0.29,2074865.0,AU,113.6333,-24.8667,0.0,1685501947.0
42,Saint-Philippe,69.39,75.0,0.96,935215.0,RE,55.7679,-21.3585,21.0,1685502099.0
43,Cabra,58.93,85.0,0.74,2520645.0,ES,-4.4421,37.4725,53.0,1685502101.0
44,Feldbach,50.52,93.0,3.09,2779685.0,AT,15.8883,46.9531,63.0,1685502103.0
45,Tual,81.68,81.0,19.77,1623197.0,ID,132.75,-5.6667,56.0,1685502105.0
46,Longyearbyen,33.64,80.0,17.27,2729907.0,SJ,15.6401,78.2186,75.0,1685502108.0
47,Dukat,58.53,33.0,5.44,2125906.0,RU,155.55,62.55,17.0,1685502110.0
48,Jalu,82.9,20.0,4.94,86049.0,LY,21.5482,29.0331,60.0,1685502112.0
49,Vaini,78.96,89.0,12.66,4032243.0,TO,-175.2,-21.2,75.0,1685502114.0
50,Albany,60.64,63.0,5.14,5106841.0,US,-73.9662,42.6001,10.0,1685501961.0
51,Karaton,86.52,60.0,1.54,1630058.0,ID,106.1045,-6.3424,18.0,1685502118.0
52,Saldanha,57.25,91.0,14.03,3361934.0,ZA,17.9442,-33.0117,76.0,1685502121.0
53,Castro,54.19,94.0,2.77,3466704.0,BR,-50.0119,-24.7911,100.0,1685502044.0
54,Inhambane,68.0,80.0,4.68,1045114.0,MZ,35.3833,-23.865,37.0,1685502125.0
55,Mataura,55.17,73.0,6.71,6201424.0,NZ,168.8643,-46.1927,100.0,1685502127.0
56,Puerto Ayora,78.55,96.0,4.0,3652764.0,EC,-90.3518,-0.7393,100.0,1685502129.0
57,Arraial do Cabo,70.9,81.0,12.62,3471451.0,BR,-42.0278,-22.9661,90.0,1685502132.0
58,Obihiro,65.61,49.0,12.15,2128815.0,JP,143.2044,42.9172,68.0,1685502041.0
59,Penzance,54.28,87.0,15.14,2640377.0,GB,-5.5371,50.1186,39.0,1685502136.0
60,Butaritari,83.28,71.0,1.25,2110227.0,KI,172.7902,3.0707,44.0,1685502138.0
61,Rikitea,77.22,75.0,18.12,4030556.0,PF,-134.9692,-23.1203,100.0,1685502141.0
62,Namatanai,83.55,78.0,8.77,2090021.0,PG,152.4333,-3.6667,43.0,1685502143.0
63,Isangel,78.91,65.0,9.22,2136825.0,VU,169.2667,-19.55,100.0,1685502145.0
64,Saint George,82.06,13.0,9.22,5546220.0,US,-113.5841,37.1041,0.0,1685502122.0
65,Kruisfontein,56.25,88.0,8.01,986717.0,ZA,24.7314,-34.0033,100.0,1685502149.0
66,Mwinilunga,57.63,74.0,2.95,902620.0,ZM,24.4293,-11.7358,91.0,1685502151.0
67,Port Alfred,56.17,95.0,1.01,964432.0,ZA,26.891,-33.5906,62.0,1685502154.0
68,Marzuq,77.4,53.0,3.58,72181.0,YE,46.4667,14.4,80.0,1685502156.0
69,Puerto Escondido,84.11,77.0,5.86,3520994.0,MX,-97.0667,15.85,9.0,1685502158.0
70,Sivaki,58.69,49.0,6.15,2016477.0,RU,126.75,52.6333,95.0,1685502160.0
71,Yellowknife,59.52,31.0,15.01,6185377.0,CA,-114.3525,62.456,20.0,1685502087.0
72,Canchungo,80.64,82.0,9.82,2373951.0,GW,-16.0333,12.0672,100.0,1685502164.0
73,Östersund,46.85,36.0,24.16,2685750.0,SE,14.6357,63.1792,100.0,1685502167.0
74,Fort Nelson,60.94,32.0,6.91,5955902.0,CA,-122.7002,58.8053,75.0,1685502169.0
75,Castelo Branco,56.23,95.0,2.53,2269514.0,PT,-7.4909,39.8222,94.0,1685502171.0
76,Black River,79.81,84.0,4.18,3491355.0,JM,-77.8487,18.0264,100.0,1685502173.0
77,Atuona,80.53,77.0,14.92,4020109.0,PF,-139.0333,-9.8,3.0,1685502175.0
78,Birao,79.61,65.0,4.12,240210.0,CF,22.7882,10.2849,60.0,1685502144.0
79,Ekhabi,39.49,89.0,13.06,2122614.0,RU,142.9671,53.5102,100.0,1685502179.0
80,Barrow,33.82,86.0,6.91,5880054.0,US,-156.7887,71.2906,100.0,1685502181.0
81,Hilo,72.48,94.0,7.0,5855927.0,US,-155.09,19.7297,100.0,1685502042.0
82,Mehamn,40.95,81.0,1.14,778707.0,NO,27.8492,71.0357,100.0,1685502186.0
83,Shingū,65.55,90.0,3.18,1847947.0,JP,135.9833,33.7333,100.0,1685502188.0
84,George Town,87.75,70.0,4.61,1735106.0,MY,100.3354,5.4112,20.0,1685501993.0
85,Russell,69.87,88.0,0.0,4047434.0,US,-85.1999,32.3502,0.0,1685502192.0
86,Sidhi,95.72,26.0,6.24,1256369.0,IN,81.8833,24.4167,72.0,1685502195.0
87,Laramie,54.43,53.0,3.0,5830062.0,US,-105.5911,41.3114,61.0,1685502016.0
88,Bluff,54.84,78.0,15.43,2206939.0,NZ,168.3333,-46.6,100.0,1685502199.0
89,Bayir,52.32,91.0,2.04,304183.0,TR,28.2167,37.2687,12.0,1685502202.0
90,Vila Velha,67.95,92.0,3.44,3445026.0,BR,-40.2925,-20.3297,75.0,1685502163.0
91,Kapaa,76.69,82.0,4.0,5848280.0,US,-159.319,22.0752,16.0,1685502206.0
92,Margate,52.66,82.0,10.0,2643044.0,GB,1.3862,51.3813,100.0,1685502072.0
93,Kamaishi,63.81,60.0,11.65,2112444.0,JP,141.8833,39.2667,21.0,1685502210.0
94,Stăncuţa,59.7,70.0,6.91,666309.0,RO,27.8333,44.9,1.0,1685502212.0
95,Ankang,74.55,87.0,3.13,1789065.0,CN,109.0172,32.68,100.0,1685502215.0
96,Port Elizabeth,60.31,91.0,12.66,964420.0,ZA,25.5701,-33.918,20.0,1685502217.0
97,Morant Bay,78.42,86.0,6.44,3489440.0,JM,-76.4093,17.8815,100.0,1685502219.0
98,São Miguel,77.77,83.0,11.72,3388304.0,BR,-35.3667,-5.4667,16.0,1685502221.0
99,Guerrero Negro,60.96,75.0,17.54,4021858.0,MX,-114.0611,27.9769,0.0,1685502094.0
100,Husavik,43.36,79.0,4.05,2629833.0,IS,-17.3389,66.0449,4.0,1685502225.0
101,Ahipara,63.82,76.0,11.21,2194098.0,NZ,173.1667,-35.1667,3.0,1685502227.0
102,Saint Paul Harbor,43.48,81.0,6.51,5866583.0,US,-152.4072,57.79,100.0,1685502230.0
103,Mahébourg,71.89,78.0,3.44,934322.0,MU,57.7,-20.4081,40.0,1685502232.0
104,Mount Isa,76.77,18.0,9.22,2065594.0,AU,139.5,-20.7333,68.0,1685502047.0
105,Te Anau,51.03,91.0,5.79,2181625.0,NZ,167.7167,-45.4167,100.0,1685502231.0
106,Alenquer,74.17,95.0,2.39,3407980.0,BR,-54.7383,-1.9417,32.0,1685502238.0
