,City,Temp_max,Humidity,wind_speed,city_id,country_code,long,lat,Cloudiness,datetime
0,Flin Flon,67.84,83.0,5.75,5954718.0,CA,-101.865,54.7682,100.0,1685800802.0
1,Severo-Kuril'sk,39.52,94.0,37.31,2121385.0,RU,156.125,50.6789,100.0,1685800805.0
2,Codrington,50.77,93.0,9.71,2171099.0,AU,141.9667,-38.2667,26.0,1685800807.0
3,Bredasdorp,57.4,73.0,20.38,1015776.0,ZA,20.0403,-34.5322,9.0,1685800809.0
4,Kindersley,57.22,100.0,6.91,5992154.0,CA,-109.1682,51.4668,100.0,1685800812.0
5,Kavieng,80.73,79.0,9.91,2094342.0,PG,150.7967,-2.5744,100.0,1685800814.0
6,Brae,51.8,82.0,11.12,2654970.0,GB,-1.353,60.3964,72.0,1685800816.0
7,Hithadhoo,82.44,71.0,3.96,1282256.0,MV,73.0833,-0.6,100.0,1685800820.0
8,Ponta Delgada,68.72,77.0,8.05,3372783.0,PT,-25.6667,37.7333,20.0,1685800800.0
9,Kaitangata,42.69,80.0,4.05,2208248.0,NZ,169.8464,-46.2817,100.0,1685800824.0
10,Neiafu,74.08,83.0,0.0,4032420.0,TO,-173.9833,-18.65,75.0,1685800826.0
11,Busselton,61.93,59.0,12.48,2075265.0,AU,115.3333,-33.65,100.0,1685800829.0
12,Kudahuvadhoo,83.66,75.0,16.62,1337607.0,MV,72.8944,2.6708,100.0,1685800831.0
13,Port Macquarie,55.89,91.0,1.68,2152659.0,AU,152.9167,-31.4333,71.0,1685800802.0
14,Jamestown,71.11,73.0,5.75,5122534.0,US,-79.2353,42.097,0.0,1685800813.0
15,Nantucket,51.22,92.0,27.6,4944903.0,US,-70.0995,41.2835,100.0,1685800837.0
16,São João da Barra,73.49,53.0,3.56,3448903.0,BR,-41.0511,-21.6403,3.0,1685800839.0
17,Castlebar,70.0,59.0,8.59,2965654.0,IE,-9.3,53.85,26.0,1685800841.0
18,Katobu,74.79,96.0,4.7,1640972.0,ID,122.5276,-4.9408,88.0,1685800844.0
19,Port Lincoln,61.74,44.0,6.42,2063036.0,AU,135.8667,-34.7333,74.0,1685800846.0
20,Padampur,95.59,27.0,1.39,1260938.0,IN,73.6167,29.6833,0.0,1685800611.0
21,Cayenne,80.64,83.0,3.44,3382160.0,GF,-52.3333,4.9333,75.0,1685800692.0
22,Norman Wells,55.44,54.0,14.97,6089245.0,CA,-126.8329,65.282,40.0,1685800852.0
23,Upernavik,29.97,72.0,12.17,3418910.0,GL,-56.1549,72.7868,100.0,1685800855.0
24,Ushuaia,38.86,75.0,4.61,3833367.0,AR,-68.3,-54.8,0.0,1685800812.0
25,Tasiilaq,33.96,92.0,1.54,3424607.0,GL,-37.6368,65.6145,23.0,1685800859.0
26,Thunder Bay,64.31,77.0,0.0,6166142.0,CA,-89.3168,48.4001,20.0,1685800861.0
27,Provideniya,33.53,92.0,5.66,4031574.0,RU,-173.3,64.3833,96.0,1685800863.0
28,Cap Malheureux,76.46,64.0,3.0,934649.0,MU,57.6142,-19.9842,0.0,1685800865.0
29,West Wendover,60.01,41.0,6.91,5710035.0,US,-114.0733,40.7391,20.0,1685800868.0
30,Tautira,76.93,74.0,7.05,4033557.0,PF,-149.15,-17.7333,100.0,1685800870.0
31,Avarua,68.05,88.0,3.44,4035715.0,CK,-159.775,-21.2078,20.0,1685800872.0
32,Punta Arenas,30.31,93.0,3.44,3874787.0,CL,-70.9167,-53.15,0.0,1685800809.0
33,Ozernovskiy,39.33,93.0,17.65,2122293.0,RU,156.5167,51.5,100.0,1685800876.0
34,Aksu,75.78,26.0,9.78,1529660.0,CN,80.2644,41.1231,100.0,1685800826.0
35,Arrondissement d'Ajaccio,73.38,53.0,8.05,3038333.0,FR,8.9167,42.0,75.0,1685800701.0
36,Cabedelo,84.87,66.0,16.35,3404558.0,BR,-34.8339,-6.9811,4.0,1685800890.0
37,Dikson,31.84,99.0,1.95,1507390.0,RU,80.5464,73.5069,100.0,1685800892.0
38,Hobart,39.33,88.0,10.36,2163355.0,AU,147.3294,-42.8794,20.0,1685800803.0
39,Vestmannaeyjar,49.19,93.0,13.8,3412093.0,IS,-20.2734,63.4427,100.0,1685800896.0
40,Alofi,73.29,88.0,4.61,4036284.0,NU,-169.9187,-19.0595,100.0,1685800898.0
41,Carnarvon,66.54,49.0,14.43,2074865.0,AU,113.6333,-24.8667,0.0,1685800900.0
42,Saint-Philippe,74.79,82.0,14.74,935215.0,RE,55.7679,-21.3585,12.0,1685800902.0
43,Cabra,76.48,34.0,4.38,2520645.0,ES,-4.4421,37.4725,60.0,1685800904.0
44,Feldbach,69.15,62.0,4.63,2779685.0,AT,15.8883,46.9531,96.0,1685800907.0
45,Tual,81.57,79.0,17.0,1623197.0,ID,132.75,-5.6667,53.0,1685800909.0
46,Longyearbyen,35.44,69.0,3.44,2729907.0,SJ,15.6401,78.2186,0.0,1685800911.0
47,Dukat,48.42,75.0,5.57,2125906.0,RU,155.55,62.55,72.0,1685800913.0
48,Jalu,96.39,17.0,12.12,86049.0,LY,21.5482,29.0331,0.0,1685800915.0
49,Vaini,69.96,83.0,5.75,4032243.0,TO,-175.2,-21.2,75.0,1685800917.0
50,Albany,56.61,87.0,4.61,5106841.0,US,-73.9662,42.6001,100.0,1685800919.0
51,Karaton,76.73,91.0,0.58,1630058.0,ID,106.1045,-6.3424,100.0,1685800921.0
52,Saldanha,57.25,70.0,16.64,3361934.0,ZA,17.9442,-33.0117,63.0,1685800924.0
53,Castro,65.26,56.0,4.68,3466704.0,BR,-50.0119,-24.7911,0.0,1685800926.0
54,Inhambane,80.56,70.0,14.05,1045114.0,MZ,35.3833,-23.865,7.0,1685800928.0
55,Mataura,41.95,87.0,3.67,6201424.0,NZ,168.8643,-46.1927,100.0,1685800930.0
56,Puerto Ayora,78.55,93.0,8.99,3652764.0,EC,-90.3518,-0.7393,74.0,1685800932.0
57,Arraial do Cabo,75.06,64.0,4.61,3471451.0,BR,-42.0278,-22.9661,0.0,1685800935.0
58,Obihiro,48.09,91.0,1.77,2128815.0,JP,143.2044,42.9172,86.0,1685800937.0
59,Penzance,63.63,67.0,8.05,2640377.0,GB,-5.5371,50.1186,20.0,1685800939.0
60,Butaritari,83.84,76.0,12.71,2110227.0,KI,172.7902,3.0707,59.0,1685800941.0
61,Rikitea,74.1,73.0,12.68,4030556.0,PF,-134.9692,-23.1203,2.0,1685800877.0
62,Namatanai,78.37,86.0,5.12,2090021.0,PG,152.4333,-3.6667,69.0,1685800945.0
63,Isangel,75.24,79.0,14.45,2136825.0,VU,169.2667,-19.55,70.0,1685800947.0
64,Saint George,68.58,40.0,3.44,5546220.0,US,-113.5841,37.1041,0.0,1685800886.0
65,Kruisfontein,62.89,71.0,21.94,986717.0,ZA,24.7314,-34.0033,99.0,1685800952.0
66,Mwinilunga,82.76,18.0,4.59,902620.0,ZM,24.4293,-11.7358,31.0,1685800954.0
67,Port Alfred,74.17,44.0,5.01,964432.0,ZA,26.891,-33.5906,43.0,1685800956.0
68,Marzuq,91.09,25.0,9.69,72181.0,YE,46.4667,14.4,30.0,1685800958.0
69,Puerto Escondido,86.83,62.0,0.0,3520994.0,MX,-97.0667,15.85,0.0,1685800960.0
70,Sivaki,51.51,79.0,5.91,2016477.0,RU,126.75,52.6333,79.0,1685800962.0
71,Yellowknife,50.52,62.0,5.75,6185377.0,CA,-114.3525,62.456,100.0,1685800714.0
72,Canchungo,93.33,26.0,5.86,2373951.0,GW,-16.0333,12.0672,99.0,1685800967.0
73,Östersund,46.85,36.0,16.11,2685750.0,SE,14.6357,63.1792,100.0,1685800969.0
74,Fort Nelson,51.94,66.0,4.61,5955902.0,CA,-122.7002,58.8053,100.0,1685800971.0
75,Castelo Branco,80.01,44.0,1.41,2269514.0,PT,-7.4909,39.8222,11.0,1685800973.0
