,City,Temp_max,Humidity,wind_speed,city_id,country_code,long,lat,Cloudiness,datetime
0,Flin Flon,76.84,53.0,9.22,5954718.0,CA,-101.865,54.7682,100.0,1685394018.0
1,Severo-Kuril'sk,42.98,93.0,13.89,2121385.0,RU,156.125,50.6789,85.0,1685394028.0
2,Codrington,58.19,89.0,10.78,2171099.0,AU,141.9667,-38.2667,100.0,1685394031.0
3,Bredasdorp,60.67,97.0,17.0,1015776.0,ZA,20.0403,-34.5322,100.0,1685394033.0
4,Kindersley,77.02,27.0,10.36,5992154.0,CA,-109.1682,51.4668,20.0,1685394035.0
5,Kavieng,83.28,74.0,9.22,2094342.0,PG,150.7967,-2.5744,66.0,1685394037.0
6,Brae,49.32,83.0,15.97,2654970.0,GB,-1.353,60.3964,100.0,1685394040.0
7,Hithadhoo,81.93,74.0,3.98,1282256.0,MV,73.0833,-0.6,96.0,1685394042.0
8,Ponta Delgada,65.12,77.0,8.05,3372783.0,PT,-25.6667,37.7333,20.0,1685394044.0
9,Kaitangata,45.79,97.0,1.48,2208248.0,NZ,169.8464,-46.2817,17.0,1685394046.0
10,Neiafu,81.28,83.0,9.22,4032420.0,TO,-173.9833,-18.65,40.0,1685394048.0
11,Busselton,69.17,76.0,18.92,2075265.0,AU,115.3333,-33.65,100.0,1685394041.0
12,Kudahuvadhoo,81.9,78.0,13.18,1337607.0,MV,72.8944,2.6708,29.0,1685394053.0
13,Port Macquarie,40.89,80.0,2.51,2152659.0,AU,152.9167,-31.4333,10.0,1685394055.0
14,Jamestown,83.62,26.0,10.36,5122534.0,US,-79.2353,42.097,0.0,1685393904.0
15,Nantucket,53.53,87.0,23.11,4944903.0,US,-70.0995,41.2835,0.0,1685394059.0
16,São João da Barra,71.69,82.0,6.15,3448903.0,BR,-41.0511,-21.6403,81.0,1685394061.0
17,Castlebar,51.17,92.0,5.14,2965654.0,IE,-9.3,53.85,89.0,1685394063.0
18,Katobu,73.89,88.0,3.96,1640972.0,ID,122.5276,-4.9408,5.0,1685394066.0
19,Port Lincoln,58.21,91.0,7.54,2063036.0,AU,135.8667,-34.7333,75.0,1685394068.0
20,Padampur,79.7,62.0,1.9,1260938.0,IN,73.6167,29.6833,80.0,1685394070.0
21,Cayenne,80.64,89.0,2.3,3382160.0,GF,-52.3333,4.9333,0.0,1685393802.0
22,Norman Wells,60.84,51.0,14.97,6089245.0,CA,-126.8329,65.282,100.0,1685394075.0
23,Upernavik,27.0,59.0,5.12,3418910.0,GL,-56.1549,72.7868,96.0,1685394077.0
24,Ushuaia,47.86,71.0,0.0,3833367.0,AR,-68.3,-54.8,20.0,1685394079.0
25,Tasiilaq,35.76,98.0,5.5,3424607.0,GL,-37.6368,65.6145,82.0,1685394081.0
26,Thunder Bay,71.51,37.0,13.8,6166142.0,CA,-89.3168,48.4001,40.0,1685393969.0
27,Provideniya,39.31,65.0,18.01,4031574.0,RU,-173.3,64.3833,75.0,1685394086.0
28,Cap Malheureux,72.46,77.0,1.99,934649.0,MU,57.6142,-19.9842,43.0,1685394088.0
29,West Wendover,72.61,35.0,10.36,5710035.0,US,-114.0733,40.7391,0.0,1685394091.0
30,Tautira,81.16,72.0,13.18,4033557.0,PF,-149.15,-17.7333,15.0,1685394093.0
31,Avarua,71.65,88.0,8.05,4035715.0,CK,-159.775,-21.2078,100.0,1685394095.0
32,Punta Arenas,50.11,76.0,13.8,3874787.0,CL,-70.9167,-53.15,75.0,1685394098.0
33,Ozernovskiy,43.93,89.0,14.38,2122293.0,RU,156.5167,51.5,72.0,1685394100.0
34,Aksu,65.01,29.0,5.21,1529660.0,CN,80.2644,41.1231,0.0,1685394028.0
35,Arrondissement d'Ajaccio,60.78,88.0,3.44,3038333.0,FR,8.9167,42.0,0.0,1685393915.0
36,Cabedelo,75.87,85.0,10.56,3404558.0,BR,-34.8339,-6.9811,82.0,1685394107.0
37,Dikson,24.66,91.0,7.07,1507390.0,RU,80.5464,73.5069,66.0,1685394109.0
38,Hobart,55.6,73.0,2.3,2163355.0,AU,147.3294,-42.8794,75.0,1685394005.0
39,Vestmannaeyjar,48.42,95.0,20.98,3412093.0,IS,-20.2734,63.4427,96.0,1685394114.0
