,City,Temp_max,Humidity,wind_speed,city_id,country_code,long,lat,Cloudiness,datetime
0,Flin Flon,69.64,73.0,8.05,5954718.0,CA,-101.865,54.7682,75.0,1685383202.0
1,Severo-Kuril'sk,41.5,96.0,16.84,2121385.0,RU,156.125,50.6789,85.0,1685383204.0
2,Codrington,58.33,88.0,11.56,2171099.0,AU,141.9667,-38.2667,99.0,1685383208.0
3,Bredasdorp,58.84,97.0,21.43,1015776.0,ZA,20.0403,-34.5322,100.0,1685383212.0
4,Kindersley,69.82,46.0,11.5,5992154.0,CA,-109.1682,51.4668,75.0,1685383215.0
5,Kavieng,82.24,77.0,9.26,2094342.0,PG,150.7967,-2.5744,77.0,1685383217.0
6,Brae,50.0,85.0,17.56,2654970.0,GB,-1.353,60.3964,91.0,1685383222.0
7,Hithadhoo,82.99,76.0,7.78,1282256.0,MV,73.0833,-0.6,77.0,1685383226.0
8,Ponta Delgada,66.92,72.0,11.5,3372783.0,PT,-25.6667,37.7333,20.0,1685383229.0
9,Kaitangata,45.03,97.0,3.56,2208248.0,NZ,169.8464,-46.2817,89.0,1685383232.0
10,Neiafu,79.48,94.0,6.91,4032420.0,TO,-173.9833,-18.65,40.0,1685383236.0
11,Busselton,68.95,74.0,21.0,2075265.0,AU,115.3333,-33.65,99.0,1685383239.0
12,Kudahuvadhoo,83.21,74.0,13.38,1337607.0,MV,72.8944,2.6708,38.0,1685383241.0
13,Port Macquarie,40.89,74.0,5.08,2152659.0,AU,152.9167,-31.4333,6.0,1685383210.0
14,Jamestown,80.08,29.0,8.05,5122534.0,US,-79.2353,42.097,0.0,1685383246.0
15,Nantucket,55.15,83.0,24.52,4944903.0,US,-70.0995,41.2835,2.0,1685383232.0
16,São João da Barra,75.29,69.0,8.3,3448903.0,BR,-41.0511,-21.6403,96.0,1685383251.0
17,Castlebar,64.58,70.0,6.04,2965654.0,IE,-9.3,53.85,71.0,1685383253.0
18,Katobu,73.53,88.0,4.45,1640972.0,ID,122.5276,-4.9408,2.0,1685383255.0
19,Port Lincoln,57.22,96.0,5.93,2063036.0,AU,135.8667,-34.7333,85.0,1685383257.0
20,Padampur,79.66,62.0,9.53,1260938.0,IN,73.6167,29.6833,49.0,1685383260.0
21,Cayenne,77.04,94.0,1.14,3382160.0,GF,-52.3333,4.9333,75.0,1685383207.0
22,Norman Wells,55.44,62.0,8.05,6089245.0,CA,-126.8329,65.282,100.0,1685383264.0
23,Upernavik,26.2,56.0,5.97,3418910.0,GL,-56.1549,72.7868,80.0,1685383267.0
24,Ushuaia,46.06,81.0,4.61,3833367.0,AR,-68.3,-54.8,40.0,1685383269.0
25,Tasiilaq,35.76,99.0,1.32,3424607.0,GL,-37.6368,65.6145,100.0,1685383271.0
26,Thunder Bay,67.91,37.0,11.5,6166142.0,CA,-89.3168,48.4001,40.0,1685383149.0
27,Provideniya,36.09,96.0,6.22,4031574.0,RU,-173.3,64.3833,98.0,1685383277.0
28,Cap Malheureux,73.47,77.0,3.0,934649.0,MU,57.6142,-19.9842,1.0,1685383279.0
29,West Wendover,65.41,45.0,5.75,5710035.0,US,-114.0733,40.7391,0.0,1685383281.0
30,Tautira,80.62,73.0,13.89,4033557.0,PF,-149.15,-17.7333,92.0,1685383283.0
31,Avarua,73.45,88.0,4.61,4035715.0,CK,-159.775,-21.2078,100.0,1685383285.0
32,Punta Arenas,51.53,71.0,11.5,3874787.0,CL,-70.9167,-53.15,75.0,1685383287.0
33,Ozernovskiy,42.42,90.0,14.74,2122293.0,RU,156.5167,51.5,37.0,1685383290.0
34,Aksu,68.61,29.0,9.93,1529660.0,CN,80.2644,41.1231,10.0,1685383292.0
