,City,Temp_max,Humidity,wind_speed,city_id,country_code,long,lat,Cloudiness,datetime
0,Flin Flon,59.02,72.0,4.03,5954718.0,CA,-101.865,54.7682,20.0,1685430002.0
1,Severo-Kuril'sk,42.49,95.0,13.04,2121385.0,RU,156.125,50.6789,88.0,1685430005.0
2,Codrington,60.58,79.0,12.75,2171099.0,AU,141.9667,-38.2667,100.0,1685430007.0
3,Bredasdorp,56.77,85.0,3.83,1015776.0,ZA,20.0403,-34.5322,5.0,1685430009.0
4,Kindersley,68.02,45.0,8.05,5992154.0,CA,-109.1682,51.4668,100.0,1685430012.0
5,Kavieng,84.54,73.0,8.12,2094342.0,PG,150.7967,-2.5744,6.0,1685430015.0
6,Brae,50.38,86.0,13.35,2654970.0,GB,-1.353,60.3964,7.0,1685430017.0
7,Hithadhoo,83.97,68.0,9.62,1282256.0,MV,73.0833,-0.6,22.0,1685430020.0
8,Ponta Delgada,65.12,77.0,5.75,3372783.0,PT,-25.6667,37.7333,20.0,1685430022.0
9,Kaitangata,45.5,92.0,8.84,2208248.0,NZ,169.8464,-46.2817,17.0,1685430024.0
10,Neiafu,79.48,100.0,5.75,4032420.0,TO,-173.9833,-18.65,20.0,1685430027.0
11,Busselton,67.96,81.0,19.17,2075265.0,AU,115.3333,-33.65,6.0,1685430030.0
12,Kudahuvadhoo,83.93,74.0,14.83,1337607.0,MV,72.8944,2.6708,19.0,1685430032.0
13,Port Macquarie,59.9,63.0,3.98,2152659.0,AU,152.9167,-31.4333,22.0,1685429817.0
14,Jamestown,61.93,75.0,4.61,5122534.0,US,-79.2353,42.097,0.0,1685429905.0
15,Nantucket,46.98,90.0,6.91,4944903.0,US,-70.0995,41.2835,0.0,1685429884.0
16,São João da Barra,66.69,90.0,11.61,3448903.0,BR,-41.0511,-21.6403,57.0,1685430041.0
17,Castlebar,52.36,81.0,3.11,2965654.0,IE,-9.3,53.85,25.0,1685430044.0
18,Katobu,81.0,78.0,6.76,1640972.0,ID,122.5276,-4.9408,100.0,1685430046.0
19,Port Lincoln,62.89,82.0,14.23,2063036.0,AU,135.8667,-34.7333,100.0,1685430048.0
20,Padampur,90.46,32.0,2.48,1260938.0,IN,73.6167,29.6833,94.0,1685430050.0
21,Cayenne,73.44,100.0,3.44,3382160.0,GF,-52.3333,4.9333,100.0,1685430052.0
22,Norman Wells,53.64,71.0,6.91,6089245.0,CA,-126.8329,65.282,75.0,1685430055.0
23,Upernavik,24.08,83.0,6.38,3418910.0,GL,-56.1549,72.7868,100.0,1685430057.0
24,Ushuaia,42.46,87.0,6.91,3833367.0,AR,-68.3,-54.8,75.0,1685430059.0
25,Tasiilaq,26.37,79.0,7.63,3424607.0,GL,-37.6368,65.6145,73.0,1685430061.0
26,Thunder Bay,46.31,76.0,3.44,6166142.0,CA,-89.3168,48.4001,40.0,1685430063.0
27,Provideniya,36.07,60.0,14.52,4031574.0,RU,-173.3,64.3833,73.0,1685430065.0
28,Cap Malheureux,80.47,63.0,3.0,934649.0,MU,57.6142,-19.9842,0.0,1685430067.0
29,West Wendover,65.41,37.0,6.91,5710035.0,US,-114.0733,40.7391,0.0,1685430005.0
30,Tautira,79.41,78.0,3.96,4033557.0,PF,-149.15,-17.7333,4.0,1685430072.0
31,Avarua,71.65,78.0,9.22,4035715.0,CK,-159.775,-21.2078,100.0,1685430074.0
32,Punta Arenas,44.71,87.0,6.91,3874787.0,CL,-70.9167,-53.15,100.0,1685430076.0
33,Ozernovskiy,44.73,86.0,12.53,2122293.0,RU,156.5167,51.5,100.0,1685430078.0
34,Aksu,77.13,16.0,4.41,1529660.0,CN,80.2644,41.1231,0.0,1685430026.0
35,Arrondissement d'Ajaccio,66.69,60.0,5.75,3038333.0,FR,8.9167,42.0,0.0,1685429926.0
36,Cabedelo,75.87,95.0,5.35,3404558.0,BR,-34.8339,-6.9811,82.0,1685430036.0
37,Dikson,34.68,86.0,17.81,1507390.0,RU,80.5464,73.5069,85.0,1685430087.0
38,Hobart,59.13,69.0,18.41,2163355.0,AU,147.3294,-42.8794,75.0,1685429899.0
39,Vestmannaeyjar,46.69,84.0,18.43,3412093.0,IS,-20.2734,63.4427,100.0,1685430091.0
40,Alofi,75.09,94.0,12.66,4036284.0,NU,-169.9187,-19.0595,100.0,1685430093.0
41,Carnarvon,78.58,39.0,5.66,2074865.0,AU,113.6333,-24.8667,6.0,1685430096.0
42,Saint-Philippe,80.19,62.0,6.2,935215.0,RE,55.7679,-21.3585,35.0,1685430098.0
43,Cabra,59.49,82.0,2.95,2520645.0,ES,-4.4421,37.4725,78.0,1685430100.0
44,Feldbach,69.39,52.0,3.62,2779685.0,AT,15.8883,46.9531,95.0,1685430102.0
45,Tual,81.84,79.0,23.73,1623197.0,ID,132.75,-5.6667,72.0,1685430105.0
46,Longyearbyen,37.24,81.0,13.8,2729907.0,SJ,15.6401,78.2186,75.0,1685430107.0
47,Dukat,54.72,37.0,4.07,2125906.0,RU,155.55,62.55,79.0,1685430109.0
48,Jalu,84.04,21.0,16.4,86049.0,LY,21.5482,29.0331,100.0,1685430111.0
49,Vaini,77.16,88.0,12.66,4032243.0,TO,-175.2,-21.2,40.0,1685430113.0
50,Albany,55.02,70.0,5.28,5106841.0,US,-73.9662,42.6001,6.0,1685429976.0
51,Karaton,86.23,64.0,5.12,1630058.0,ID,106.1045,-6.3424,91.0,1685430118.0
52,Saldanha,53.65,89.0,14.05,3361934.0,ZA,17.9442,-33.0117,100.0,1685430120.0
53,Castro,52.72,94.0,6.35,3466704.0,BR,-50.0119,-24.7911,100.0,1685430122.0
54,Inhambane,73.0,88.0,0.0,1045114.0,MZ,35.3833,-23.865,20.0,1685430124.0
55,Mataura,42.42,96.0,4.05,6201424.0,NZ,168.8643,-46.1927,12.0,1685430127.0
56,Puerto Ayora,75.54,99.0,5.99,3652764.0,EC,-90.3518,-0.7393,22.0,1685430129.0
57,Arraial do Cabo,71.17,70.0,13.94,3471451.0,BR,-42.0278,-22.9661,100.0,1685430120.0
58,Obihiro,62.01,72.0,10.56,2128815.0,JP,143.2044,42.9172,73.0,1685430133.0
59,Penzance,53.24,66.0,19.57,2640377.0,GB,-5.5371,50.1186,0.0,1685430135.0
60,Butaritari,83.57,71.0,6.17,2110227.0,KI,172.7902,3.0707,100.0,1685430137.0
61,Rikitea,75.06,63.0,9.93,4030556.0,PF,-134.9692,-23.1203,100.0,1685430076.0
62,Namatanai,83.03,78.0,7.7,2090021.0,PG,152.4333,-3.6667,100.0,1685430142.0
63,Isangel,77.11,73.0,6.91,2136825.0,VU,169.2667,-19.55,75.0,1685430144.0
64,Saint George,67.75,27.0,6.91,5546220.0,US,-113.5841,37.1041,0.0,1685430003.0
65,Kruisfontein,61.88,91.0,5.82,986717.0,ZA,24.7314,-34.0033,100.0,1685430148.0
66,Mwinilunga,71.55,50.0,5.35,902620.0,ZM,24.4293,-11.7358,28.0,1685430150.0
67,Port Alfred,66.76,81.0,15.77,964432.0,ZA,26.891,-33.5906,100.0,1685430152.0
68,Marzuq,85.24,39.0,4.36,72181.0,YE,46.4667,14.4,97.0,1685430155.0
69,Puerto Escondido,82.35,80.0,5.99,3520994.0,MX,-97.0667,15.85,9.0,1685430157.0
70,Sivaki,65.84,29.0,2.46,2016477.0,RU,126.75,52.6333,5.0,1685430159.0
71,Yellowknife,46.92,87.0,9.22,6185377.0,CA,-114.3525,62.456,100.0,1685429979.0
72,Canchungo,80.73,84.0,7.36,2373951.0,GW,-16.0333,12.0672,100.0,1685430163.0
73,Östersund,43.25,39.0,13.8,2685750.0,SE,14.6357,63.1792,40.0,1685430165.0
74,Fort Nelson,43.95,54.0,3.44,5955902.0,CA,-122.7002,58.8053,20.0,1685430167.0
75,Castelo Branco,58.23,94.0,1.99,2269514.0,PT,-7.4909,39.8222,100.0,1685430170.0
76,Black River,78.15,89.0,3.33,3491355.0,JM,-77.8487,18.0264,100.0,1685430172.0
77,Atuona,81.3,68.0,15.77,4020109.0,PF,-139.0333,-9.8,19.0,1685430174.0
78,Birao,80.17,65.0,2.89,240210.0,CF,22.7882,10.2849,100.0,1685430176.0
79,Ekhabi,35.92,95.0,14.52,2122614.0,RU,142.9671,53.5102,100.0,1685430178.0
80,Barrow,35.62,87.0,4.61,5880054.0,US,-156.7887,71.2906,100.0,1685430180.0
81,Hilo,70.32,96.0,1.99,5855927.0,US,-155.09,19.7297,39.0,1685430182.0
82,Mehamn,40.95,81.0,18.41,778707.0,NO,27.8492,71.0357,40.0,1685430185.0
83,Shingū,71.02,98.0,1.14,1847947.0,JP,135.9833,33.7333,100.0,1685430187.0
84,George Town,91.35,66.0,8.05,1735106.0,MY,100.3354,5.4112,20.0,1685429953.0
85,Russell,57.79,94.0,0.0,4047434.0,US,-85.1999,32.3502,0.0,1685430191.0
86,Sidhi,104.95,18.0,6.64,1256369.0,IN,81.8833,24.4167,0.0,1685430193.0
87,Laramie,46.63,63.0,8.05,5830062.0,US,-105.5911,41.3114,0.0,1685429900.0
88,Bluff,49.68,71.0,22.24,2206939.0,NZ,168.3333,-46.6,10.0,1685430197.0
89,Bayir,68.52,71.0,5.21,304183.0,TR,28.2167,37.2687,84.0,1685430199.0
90,Vila Velha,71.55,73.0,5.75,3445026.0,BR,-40.2925,-20.3297,40.0,1685430164.0
91,Kapaa,72.21,86.0,14.34,5848280.0,US,-159.319,22.0752,22.0,1685430204.0
92,Margate,52.59,75.0,8.99,2643044.0,GB,1.3862,51.3813,61.0,1685430144.0
93,Kamaishi,60.37,70.0,1.34,2112444.0,JP,141.8833,39.2667,97.0,1685430208.0
94,Stăncuţa,68.85,58.0,10.89,666309.0,RO,27.8333,44.9,100.0,1685430210.0
95,Ankang,87.13,57.0,3.71,1789065.0,CN,109.0172,32.68,13.0,1685429948.0
96,Port Elizabeth,61.2,97.0,4.61,964420.0,ZA,25.5701,-33.918,20.0,1685430214.0
97,Morant Bay,82.02,86.0,5.79,3489440.0,JM,-76.4093,17.8815,100.0,1685430216.0
98,São Miguel,74.17,91.0,9.33,3388304.0,BR,-35.3667,-5.4667,70.0,1685430218.0
99,Guerrero Negro,59.59,79.0,13.02,4021858.0,MX,-114.0611,27.9769,0.0,1685430221.0
100,Husavik,50.74,65.0,5.55,2629833.0,IS,-17.3389,66.0449,6.0,1685430223.0
101,Ahipara,55.81,88.0,4.83,2194098.0,NZ,173.1667,-35.1667,1.0,1685430225.0
102,Saint Paul Harbor,43.47,85.0,2.13,5866583.0,US,-152.4072,57.79,51.0,1685430227.0
103,Mahébourg,79.09,65.0,8.05,934322.0,MU,57.7,-20.4081,20.0,1685430229.0
104,Mount Isa,76.77,14.0,10.36,2065594.0,AU,139.5,-20.7333,0.0,1685430231.0
105,Te Anau,43.99,84.0,5.21,2181625.0,NZ,167.7167,-45.4167,86.0,1685430233.0
106,Alenquer,73.04,96.0,3.04,3407980.0,BR,-54.7383,-1.9417,100.0,1685430235.0
107,São Miguel do Araguaia,75.36,52.0,1.21,3448455.0,BR,-50.1628,-13.275,51.0,1685430030.0
108,Kriel,51.82,63.0,12.68,987202.0,ZA,29.2253,-26.2739,71.0,1685430240.0
109,Marsh Harbour,79.5,76.0,5.1,3571913.0,BS,-77.0636,26.5412,100.0,1685430242.0
110,Souillac,79.18,65.0,8.05,933995.0,MU,57.5167,-20.5167,20.0,1685430244.0
111,Tigil',62.42,50.0,17.27,2120612.0,RU,158.6667,57.8,57.0,1685430246.0
112,Kaeo,55.78,93.0,4.63,2189343.0,NZ,173.7833,-35.1,5.0,1685430248.0
113,Cape Town,55.08,88.0,8.05,3369157.0,ZA,18.4232,-33.9258,75.0,1685430250.0
114,Cidreira,63.41,70.0,11.77,3466165.0,BR,-50.2056,-30.1811,100.0,1685430253.0
115,Khatanga,35.62,84.0,4.36,2022572.0,RU,102.5,71.9667,54.0,1685430255.0
116,Karlshamn,61.29,38.0,6.8,2701727.0,SE,14.8619,56.1706,66.0,1685430257.0
117,Pevek,33.82,87.0,15.03,2122090.0,RU,170.3133,69.7008,100.0,1685430259.0
118,Mar del Plata,52.09,79.0,5.01,3430863.0,AR,-57.5575,-38.0023,100.0,1685430030.0
119,Gobabis,53.62,34.0,8.48,3357247.0,NA,18.9667,-22.45,92.0,1685430263.0
120,Gaoyou,76.64,75.0,4.45,1810309.0,CN,119.4278,32.7858,94.0,1685430266.0
121,Bethel,49.15,85.0,3.85,5282297.0,US,-73.414,41.3712,0.0,1685430083.0
122,Santa Maria da Vitória,72.86,46.0,2.62,3450063.0,BR,-44.1886,-13.3947,96.0,1685430270.0
123,Banda Aceh,87.58,63.0,18.14,1215502.0,ID,95.3222,5.5577,98.0,1685430272.0
124,Georgiyevka,78.84,19.0,11.18,1524243.0,KZ,74.7114,43.0369,0.0,1685430275.0
125,Zonguldak,58.05,86.0,1.95,737021.0,TR,31.8333,41.25,100.0,1685430277.0
126,Booué,76.12,93.0,1.03,2401495.0,GA,11.9385,-0.0921,65.0,1685430279.0
127,Siyabuswa,63.23,62.0,10.29,955313.0,ZA,29.0445,-25.1132,1.0,1685430281.0
128,Dunedin,50.81,81.0,8.01,2191562.0,NZ,170.5036,-45.8742,97.0,1685430029.0
129,Roald,48.74,87.0,21.85,3141667.0,NO,6.1333,62.5833,40.0,1685430088.0
130,Tweed,55.17,84.0,5.61,6170799.0,CA,-77.3162,44.4751,97.0,1685430287.0
131,Nanortalik,38.82,66.0,4.83,3421765.0,GL,-45.2371,60.1432,100.0,1685430290.0
132,Port Blair,89.64,66.0,8.05,1259385.0,IN,92.75,11.6667,40.0,1685430292.0
133,Lubango,64.26,48.0,4.16,3347762.0,AO,13.4925,-14.9172,97.0,1685430018.0
134,Shumskiy,48.09,94.0,4.81,1491977.0,RU,99.1328,54.8318,100.0,1685430296.0
135,San Cristobal,67.28,98.0,1.92,3628473.0,VE,-72.225,7.7669,100.0,1685430298.0
136,Nioro,80.28,75.0,8.16,2412408.0,GM,-15.75,13.35,77.0,1685430300.0
137,Thompson,59.16,100.0,2.3,6165406.0,CA,-97.8558,55.7435,75.0,1685430302.0
138,Manaus,77.49,88.0,3.44,3663517.0,BR,-60.025,-3.1019,0.0,1685430245.0
139,Laguna,57.6,73.0,9.22,5364271.0,US,-121.4238,38.421,0.0,1685430307.0
140,Hermanus,57.79,80.0,6.98,3366880.0,ZA,19.2345,-34.4187,10.0,1685430309.0
141,Westport,51.69,80.0,8.01,4845585.0,US,-73.3579,41.1415,0.0,1685430311.0
142,Dicabisagan,86.59,66.0,4.47,1715015.0,PH,122.4157,17.0818,100.0,1685430313.0
143,Newport,50.88,79.0,17.09,2641598.0,GB,-2.9984,51.5877,43.0,1685430315.0
144,Tateyama,69.73,88.0,5.75,1850523.0,JP,139.8667,34.9833,75.0,1685430318.0
145,Kuznechikha,67.87,47.0,4.59,537760.0,RU,42.3348,57.2161,52.0,1685430320.0
146,Poum,72.95,75.0,15.08,2138555.0,NC,164.0167,-20.2333,100.0,1685430322.0
147,Chokurdakh,47.75,80.0,12.71,2126123.0,RU,147.9167,70.6333,85.0,1685430324.0
148,Coquimbo,56.93,88.0,5.75,3893629.0,CL,-71.3436,-29.9533,100.0,1685430326.0
149,Ust-Nera,63.14,47.0,2.46,2120048.0,RU,143.2,64.5667,74.0,1685430328.0
150,Kavaratti,86.04,72.0,10.11,1267390.0,IN,72.642,10.5669,54.0,1685430330.0
151,Eruwa,76.8,85.0,5.19,2338669.0,NG,3.4167,7.5333,100.0,1685430333.0
152,Polyarny,45.46,60.0,10.85,506763.0,RU,33.4478,69.1989,95.0,1685430335.0
153,Ribeira Grande,61.2,77.0,5.99,3372707.0,PT,-28.7,38.5167,20.0,1685430337.0
154,Kalemie,78.58,60.0,11.27,214974.0,CD,29.1947,-5.9475,7.0,1685430339.0
155,Tuktoyaktuk,38.43,81.0,5.99,6170031.0,CA,-133.0374,69.4541,93.0,1685430341.0
156,Tomatlán,72.41,94.0,3.29,3981391.0,MX,-105.25,19.9333,0.0,1685430343.0
157,Bratca,67.05,69.0,0.98,683837.0,RO,22.6167,46.9333,58.0,1685430345.0
158,Chiang Khong,101.52,32.0,4.56,1611197.0,TH,100.4046,20.2613,73.0,1685430348.0
159,Gijang,71.33,83.0,12.77,1842966.0,KR,129.2139,35.2442,99.0,1685430350.0
160,Vao,71.2,67.0,16.22,2137773.0,NC,167.4833,-22.6667,100.0,1685430352.0
161,Marawi,81.86,62.0,8.72,1701054.0,PH,124.2928,7.9986,100.0,1685430354.0
162,Kununurra,82.38,20.0,9.22,2068110.0,AU,128.7333,-15.7667,83.0,1685430148.0
163,Ponta do Sol,67.44,74.0,4.38,2264557.0,PT,-17.1,32.6667,44.0,1685430359.0
164,Vanimo,84.67,70.0,5.41,2084442.0,PG,141.3028,-2.6741,91.0,1685430361.0
