,City,Temp_max,Humidity,wind_speed,city_id,country_code,long,lat,Cloudiness
0,Flin Flon,55.24,100.0,5.75,5954718.0,CA,-101.865,54.7682,100.0
1,Severo-Kuril'sk,41.76,96.0,15.79,2121385.0,RU,156.125,50.6789,91.0
2,Codrington,53.37,89.0,10.04,2171099.0,AU,141.9667,-38.2667,98.0
3,Bredasdorp,59.09,85.0,20.83,1015776.0,ZA,20.0403,-34.5322,100.0
4,Kindersley,51.82,82.0,10.36,5992154.0,CA,-109.1682,51.4668,40.0
5,Kavieng,83.25,78.0,16.4,2094342.0,PG,150.7967,-2.5744,100.0
6,Brae,49.87,89.0,22.5,2654970.0,GB,-1.353,60.3964,55.0
7,Hithadhoo,82.69,76.0,7.4,1282256.0,MV,73.0833,-0.6,67.0
8,Ponta Delgada,66.92,77.0,6.91,3372783.0,PT,-25.6667,37.7333,20.0
9,Kaitangata,58.93,67.0,5.84,2208248.0,NZ,169.8464,-46.2817,78.0
10,Neiafu,79.48,94.0,10.36,4032420.0,TO,-173.9833,-18.65,40.0
11,Busselton,68.49,72.0,11.39,2075265.0,AU,115.3333,-33.65,100.0
12,Kudahuvadhoo,84.61,70.0,10.8,1337607.0,MV,72.8944,2.6708,35.0
13,Port Macquarie,44.89,68.0,6.62,2152659.0,AU,152.9167,-31.4333,0.0
14,Jamestown,64.17,60.0,1.01,5122534.0,US,-79.2353,42.097,0.0
15,Nantucket,57.24,81.0,26.02,4944903.0,US,-70.0995,41.2835,0.0
16,São João da Barra,71.69,67.0,11.21,3448903.0,BR,-41.0511,-21.6403,70.0
17,Castlebar,63.75,54.0,7.09,2965654.0,IE,-9.3,53.85,87.0
18,Katobu,75.04,89.0,5.86,1640972.0,ID,122.5276,-4.9408,6.0
19,Port Lincoln,57.47,96.0,5.82,2063036.0,AU,135.8667,-34.7333,80.0
20,Padampur,89.22,40.0,3.96,1260938.0,IN,73.6167,29.6833,78.0
21,Cayenne,82.44,78.0,2.3,3382160.0,GF,-52.3333,4.9333,75.0
22,Norman Wells,48.24,76.0,4.61,6089245.0,CA,-126.8329,65.282,75.0
23,Upernavik,23.43,59.0,4.23,3418910.0,GL,-56.1549,72.7868,86.0
24,Ushuaia,42.46,87.0,2.3,3833367.0,AR,-68.3,-54.8,0.0
25,Tasiilaq,33.96,99.0,8.61,3424607.0,GL,-37.6368,65.6145,100.0
26,Thunder Bay,48.11,76.0,0.0,6166142.0,CA,-89.3168,48.4001,20.0
27,Provideniya,35.91,97.0,5.39,4031574.0,RU,-173.3,64.3833,99.0
28,Cap Malheureux,78.48,68.0,4.0,934649.0,MU,57.6142,-19.9842,3.0
29,West Wendover,52.81,76.0,0.0,5710035.0,US,-114.0733,40.7391,75.0
30,Tautira,81.88,66.0,12.03,4033557.0,PF,-149.15,-17.7333,96.0
31,Avarua,73.45,88.0,6.91,4035715.0,CK,-159.775,-21.2078,75.0
32,Punta Arenas,42.53,93.0,10.36,3874787.0,CL,-70.9167,-53.15,75.0
33,Ozernovskiy,42.84,88.0,12.5,2122293.0,RU,156.5167,51.5,27.0
34,Aksu,78.82,19.0,7.16,1529660.0,CN,80.2644,41.1231,0.0
35,Arrondissement d'Ajaccio,75.18,44.0,8.05,3038333.0,FR,8.9167,42.0,100.0
