,City,Temp_max,Humidity,wind_speed,city_id,country_code,long,lat,Cloudiness
71,Yellowknife,59.52,38.0,15.01,6185377.0,CA,-114.3525,62.456,20.0
72,Canchungo,82.53,84.0,6.31,2373951.0,GW,-16.0333,12.0672,78.0
73,Östersund,36.05,41.0,14.97,2685750.0,SE,14.6357,63.1792,37.0
74,Fort Nelson,62.94,50.0,4.61,5955902.0,CA,-122.7002,58.8053,20.0
75,Castelo Branco,58.23,95.0,3.27,2269514.0,PT,-7.4909,39.8222,71.0
76,Black River,79.2,86.0,4.79,3491355.0,JM,-77.8487,18.0264,99.0
77,Atuona,80.76,70.0,22.08,4020109.0,PF,-139.0333,-9.8,40.0
78,Birao,74.16,78.0,3.67,240210.0,CF,22.7882,10.2849,100.0
79,Ekhabi,45.39,59.0,20.33,2122614.0,RU,142.9671,53.5102,100.0
80,Barrow,35.62,93.0,5.75,5880054.0,US,-156.7887,71.2906,100.0
81,Hilo,76.28,69.0,4.61,5855927.0,US,-155.09,19.7297,100.0
82,Mehamn,44.55,81.0,2.3,778707.0,NO,27.8492,71.0357,75.0
83,Shingū,78.87,77.0,9.22,1847947.0,JP,135.9833,33.7333,100.0
84,George Town,85.82,76.0,2.3,1735106.0,MY,100.3354,5.4112,20.0
85,Russell,62.76,94.0,0.0,4047434.0,US,-85.1999,32.3502,0.0
86,Sidhi,95.95,28.0,6.58,1256369.0,IN,81.8833,24.4167,4.0
87,Laramie,53.55,54.0,4.59,5830062.0,US,-105.5911,41.3114,44.0
88,Bluff,56.61,81.0,9.86,2206939.0,NZ,168.3333,-46.6,100.0
89,Bayir,52.32,79.0,2.35,304183.0,TR,28.2167,37.2687,75.0
90,Vila Velha,67.95,94.0,1.99,3445026.0,BR,-40.2925,-20.3297,0.0
91,Kapaa,75.02,84.0,9.13,5848280.0,US,-159.319,22.0752,78.0
92,Margate,51.71,76.0,11.01,2643044.0,GB,1.3862,51.3813,55.0
93,Kamaishi,63.77,94.0,1.48,2112444.0,JP,141.8833,39.2667,100.0
94,Stăncuţa,60.04,89.0,11.05,666309.0,RO,27.8333,44.9,85.0
95,Ankang,70.5,88.0,3.29,1789065.0,CN,109.0172,32.68,100.0
96,Port Elizabeth,59.41,93.0,2.3,964420.0,ZA,25.5701,-33.918,20.0
97,Morant Bay,83.82,83.0,2.53,3489440.0,JM,-76.4093,17.8815,98.0
98,São Miguel,75.97,90.0,9.48,3388304.0,BR,-35.3667,-5.4667,25.0
99,Guerrero Negro,60.6,84.0,16.26,4021858.0,MX,-114.0611,27.9769,0.0
100,Husavik,46.29,88.0,7.09,2629833.0,IS,-17.3389,66.0449,100.0
101,Ahipara,67.82,90.0,8.55,2194098.0,NZ,173.1667,-35.1667,7.0
102,Saint Paul Harbor,45.82,66.0,8.14,5866583.0,US,-152.4072,57.79,100.0
103,Mahébourg,77.29,73.0,14.97,934322.0,MU,57.7,-20.4081,75.0
104,Mount Isa,71.37,21.0,11.5,2065594.0,AU,139.5,-20.7333,78.0
105,Te Anau,54.0,95.0,3.0,2181625.0,NZ,167.7167,-45.4167,86.0
106,Alenquer,73.98,93.0,3.58,3407980.0,BR,-54.7383,-1.9417,86.0
107,São Miguel do Araguaia,75.7,52.0,1.7,3448455.0,BR,-50.1628,-13.275,51.0
108,Kriel,45.77,67.0,2.53,987202.0,ZA,29.2253,-26.2739,39.0
109,Marsh Harbour,80.83,71.0,3.31,3571913.0,BS,-77.0636,26.5412,0.0
110,Souillac,77.38,73.0,14.97,933995.0,MU,57.5167,-20.5167,75.0
111,Tigil',61.34,37.0,3.69,2120612.0,RU,158.6667,57.8,41.0
112,Kaeo,67.78,90.0,7.58,2189343.0,NZ,173.7833,-35.1,10.0
113,Cape Town,59.45,75.0,20.71,3369157.0,ZA,18.4232,-33.9258,20.0
114,Cidreira,59.4,60.0,2.08,3466165.0,BR,-50.2056,-30.1811,32.0
115,Khatanga,60.19,40.0,20.51,2022572.0,RU,102.5,71.9667,81.0
116,Karlshamn,45.09,80.0,5.7,2701727.0,SE,14.8619,56.1706,45.0
117,Pevek,31.71,98.0,23.76,2122090.0,RU,170.3133,69.7008,100.0
118,Mar del Plata,42.46,76.0,4.61,3430863.0,AR,-57.5575,-38.0023,0.0
119,Gobabis,58.21,48.0,10.07,3357247.0,NA,18.9667,-22.45,18.0
120,Gaoyou,76.57,83.0,10.98,1810309.0,CN,119.4278,32.7858,95.0
121,Bethel,59.23,63.0,2.42,5282297.0,US,-73.414,41.3712,51.0
122,Santa Maria da Vitória,71.47,52.0,2.86,3450063.0,BR,-44.1886,-13.3947,43.0
123,Banda Aceh,87.46,61.0,15.59,1215502.0,ID,95.3222,5.5577,92.0
124,Georgiyevka,68.04,28.0,15.66,1524243.0,KZ,74.7114,43.0369,0.0
125,Zonguldak,56.25,94.0,2.35,737021.0,TR,31.8333,41.25,100.0
126,Booué,71.62,99.0,0.69,2401495.0,GA,11.9385,-0.0921,99.0
127,Siyabuswa,54.91,77.0,4.16,955313.0,ZA,29.0445,-25.1132,21.0
128,Dunedin,55.8,73.0,5.99,2191562.0,NZ,170.5036,-45.8742,100.0
129,Roald,43.18,87.0,13.8,3141667.0,NO,6.1333,62.5833,100.0
130,Tweed,59.23,71.0,6.91,6170799.0,CA,-77.3162,44.4751,0.0
131,Nanortalik,36.52,98.0,7.11,3421765.0,GL,-45.2371,60.1432,100.0
132,Port Blair,86.04,74.0,8.05,1259385.0,IN,92.75,11.6667,40.0
133,Lubango,56.64,66.0,2.55,3347762.0,AO,13.4925,-14.9172,1.0
134,Shumskiy,62.74,31.0,11.99,1491977.0,RU,99.1328,54.8318,100.0
135,San Cristobal,75.38,94.0,1.95,3628473.0,VE,-72.225,7.7669,89.0
136,Nioro,81.54,66.0,8.48,2412408.0,GM,-15.75,13.35,55.0
137,Thompson,60.96,100.0,0.0,6165406.0,CA,-97.8558,55.7435,100.0
138,Manaus,79.29,94.0,2.3,3663517.0,BR,-60.025,-3.1019,0.0
139,Laguna,62.67,72.0,12.66,5364271.0,US,-121.4238,38.421,0.0
140,Hermanus,56.8,83.0,17.34,3366880.0,ZA,19.2345,-34.4187,56.0
141,Westport,60.48,74.0,6.91,4845585.0,US,-73.3579,41.1415,0.0
142,Dicabisagan,83.5,72.0,9.75,1715015.0,PH,122.4157,17.0818,100.0
143,Newport,48.92,80.0,13.67,2641598.0,GB,-2.9984,51.5877,84.0
144,Tateyama,75.13,83.0,16.11,1850523.0,JP,139.8667,34.9833,75.0
145,Kuznechikha,51.31,86.0,12.17,537760.0,RU,42.3348,57.2161,93.0
146,Poum,74.14,70.0,11.52,2138555.0,NC,164.0167,-20.2333,52.0
147,Chokurdakh,39.88,70.0,14.25,2126123.0,RU,147.9167,70.6333,98.0
148,Coquimbo,58.73,82.0,4.61,3893629.0,CL,-71.3436,-29.9533,100.0
149,Ust-Nera,58.01,41.0,4.12,2120048.0,RU,143.2,64.5667,99.0
150,Kavaratti,85.71,74.0,11.39,1267390.0,IN,72.642,10.5669,84.0
151,Eruwa,74.59,95.0,3.4,2338669.0,NG,3.4167,7.5333,100.0
152,Polyarny,46.58,89.0,13.62,506763.0,RU,33.4478,69.1989,100.0
153,Ribeira Grande,59.77,85.0,7.0,3372707.0,PT,-28.7,38.5167,23.0
154,Kalemie,71.55,79.0,7.18,214974.0,CD,29.1947,-5.9475,46.0
155,Tuktoyaktuk,46.4,53.0,18.41,6170031.0,CA,-133.0374,69.4541,75.0
156,Tomatlán,75.4,87.0,2.15,3981391.0,MX,-105.25,19.9333,6.0
157,Bratca,56.8,86.0,3.58,683837.0,RO,22.6167,46.9333,79.0
158,Chiang Khong,97.52,40.0,3.27,1611197.0,TH,100.4046,20.2613,41.0
159,Gijang,71.33,97.0,5.1,1842966.0,KR,129.2139,35.2442,99.0
160,Vao,72.36,64.0,11.32,2137773.0,NC,167.4833,-22.6667,100.0
161,Marawi,82.22,61.0,8.52,1701054.0,PH,124.2928,7.9986,83.0
162,Kununurra,76.98,23.0,12.66,2068110.0,AU,128.7333,-15.7667,98.0
163,Ponta do Sol,65.44,85.0,5.35,2264557.0,PT,-17.1,32.6667,100.0
164,Vanimo,84.25,71.0,4.7,2084442.0,PG,141.3028,-2.6741,100.0
165,Kenai,44.71,93.0,11.5,5866063.0,US,-151.2583,60.5544,100.0
166,Tarnogskiy Gorodok,54.77,54.0,10.25,484314.0,RU,43.5761,60.4997,68.0
167,Tottori-shi,69.87,94.0,1.14,1849892.0,JP,134.2333,35.5,75.0
168,Baracoa,79.41,87.0,3.02,3567834.0,CU,-74.4958,20.3467,99.0
169,Krasnyy Kholm,50.47,62.0,7.18,541704.0,RU,37.1203,58.0607,1.0
170,Nabire,84.87,69.0,6.02,1634614.0,ID,135.4833,-3.3667,51.0
171,Zaysan,56.59,45.0,13.71,1517060.0,KZ,84.8667,47.4667,13.0
172,New Norfolk,49.23,55.0,1.99,2155415.0,AU,147.0587,-42.7826,9.0
173,Muhos,47.32,83.0,8.23,645765.0,FI,25.9931,64.808,24.0
174,Sabzawār,78.08,22.0,11.5,118063.0,IR,57.6819,36.2126,0.0
175,Catuday,83.62,76.0,18.99,1717787.0,PH,119.8062,16.2923,100.0
176,Enshi,85.05,77.0,1.79,1811720.0,CN,109.4833,30.3,30.0
177,Timiryazevskiy,66.31,45.0,4.99,1489597.0,RU,84.8769,56.49,19.0
178,Aklavik,51.93,49.0,10.04,5882953.0,CA,-135.0107,68.2191,100.0
179,Pochutla,83.82,76.0,2.55,3517970.0,MX,-96.4661,15.7432,10.0
180,Bathsheba,81.21,78.0,12.37,3374083.0,BB,-59.5167,13.2167,40.0
181,Salalah,87.89,70.0,5.75,286621.0,OM,54.0924,17.0151,40.0
182,Airai,65.75,71.0,3.47,1651810.0,TL,125.4092,-8.9266,64.0
183,Fuyang,72.48,84.0,8.19,1810845.0,CN,115.8167,32.9,98.0
184,Makakilo City,75.24,69.0,3.44,5850554.0,US,-158.0858,21.3469,100.0
185,Impfondo,69.53,98.0,2.19,2259655.0,CG,18.0667,1.6381,86.0
186,Anloga,82.0,82.0,9.57,2304548.0,GH,0.8973,5.7947,99.0
187,Chui,49.08,70.0,2.44,3443061.0,UY,-53.4616,-33.6971,79.0
188,Nishihara,85.28,74.0,24.16,1855342.0,JP,127.7558,26.1842,75.0
189,Bariloche,40.44,60.0,4.29,7647007.0,AR,-71.3082,-41.1456,100.0
190,Kristianstad,44.74,93.0,5.75,2699310.0,SE,14.1524,56.0313,0.0
191,Cabo San Lucas,71.33,70.0,3.0,3985710.0,MX,-109.9124,22.8909,2.0
192,Hunchun,78.03,26.0,10.98,2036653.0,CN,130.3581,42.8675,4.0
193,Aykhal,56.23,56.0,1.36,2027296.0,RU,111.5,66.0,99.0
194,Nchelenge,62.28,75.0,3.65,175499.0,ZM,28.734,-9.3451,88.0
195,Hobyo,82.38,73.0,14.25,57000.0,SO,48.5268,5.3505,53.0
196,Pechenga,49.68,72.0,8.72,511865.0,RU,31.1703,69.5259,100.0
197,Hambantota,86.34,89.0,5.75,1244926.0,LK,81.1185,6.1241,20.0
198,Lompoc,56.1,85.0,4.61,5367788.0,US,-120.4579,34.6391,0.0
199,Hasaki,70.29,96.0,6.08,2112802.0,JP,140.8333,35.7333,100.0
200,Departamento de Maldonado,42.19,84.0,2.59,3441890.0,UY,-54.9167,-34.6667,71.0
201,Naze,76.28,86.0,8.32,1855540.0,JP,129.4833,28.3667,40.0
202,Nikolskoye,51.85,66.0,3.78,546105.0,RU,30.7861,59.7035,95.0
203,Dul'durga,63.93,22.0,10.92,2024812.0,RU,113.5931,50.6761,3.0
204,Leh,45.19,34.0,1.9,1264976.0,IN,77.5833,34.1667,98.0
205,Lata,58.91,99.0,1.5,2738381.0,PT,-8.3327,40.1629,98.0
206,Tiksi,37.38,100.0,8.66,2015306.0,RU,128.8694,71.6872,100.0
207,Qaanaaq,16.39,68.0,8.08,3831208.0,GL,-69.3632,77.484,80.0
208,Ilulissat,26.62,59.0,3.44,3423146.0,GL,-51.1,69.2167,100.0
209,Saint-Augustin,37.81,88.0,18.68,6137462.0,CA,-58.6502,51.226,100.0
210,Saskylakh,60.01,43.0,13.27,2017155.0,RU,114.0833,71.9167,5.0
211,Tessalit,83.52,25.0,8.81,2449893.0,ML,1.0114,20.1986,2.0
212,Rayong,91.71,52.0,3.53,1607016.0,TH,101.4333,12.8333,84.0
213,Sur,93.49,46.0,10.02,286245.0,OM,59.5289,22.5667,99.0
214,Bereket,91.56,11.0,12.28,161974.0,TM,55.5154,39.2446,9.0
215,Staraya Kulatka,62.35,68.0,5.03,489164.0,RU,47.6167,52.7167,52.0
216,Roswell,65.05,72.0,9.22,4219934.0,US,-84.3616,34.0232,0.0
217,Santa Luzia,61.14,77.0,0.0,3450144.0,BR,-43.8514,-19.7697,0.0
218,São Filipe,74.41,81.0,5.68,3374210.0,CV,-24.4956,14.8961,92.0
219,San Luis,49.95,59.0,7.29,3837056.0,AR,-66.3356,-33.295,100.0
220,Fairbanks,53.92,76.0,10.36,5861897.0,US,-147.7164,64.8378,100.0
221,Sibolga,85.35,62.0,4.07,1213855.0,ID,98.7792,1.7427,100.0
222,Pahrump,80.46,18.0,8.01,5509851.0,US,-115.9839,36.2083,0.0
223,Narsaq,41.22,95.0,2.37,3421719.0,GL,-46.05,60.9167,100.0
224,Hamilton,60.6,84.0,6.91,4513583.0,US,-84.5333,39.1834,40.0
225,Fortuna,52.11,89.0,4.61,5563839.0,US,-124.1573,40.5982,75.0
226,Ayan,46.83,75.0,3.15,2027316.0,RU,138.1667,56.45,73.0
227,El Dorado,59.5,84.0,4.12,5345659.0,US,-120.5177,38.7666,100.0
228,Leonidovo,49.28,79.0,4.74,2123805.0,RU,142.8667,49.2833,100.0
229,Chicama,70.34,81.0,6.11,3698359.0,PE,-79.1469,-7.8447,97.0
230,Umluj,84.25,75.0,1.07,100926.0,SA,37.2685,25.0213,13.0
231,Acapulco de Juárez,82.22,69.0,0.0,3533462.0,MX,-99.8901,16.8634,0.0
232,Santa Maria,46.99,89.0,5.06,3450083.0,BR,-53.8069,-29.6842,2.0
233,Ubinskoye,60.51,63.0,6.51,1488708.0,RU,79.6802,55.3068,99.0
234,Flinders,69.06,48.0,8.99,6255012.0,AU,150.8552,-34.5833,1.0
235,Broome,57.92,76.0,1.01,5110365.0,US,-75.833,42.2506,31.0
236,Mossamedes,60.87,80.0,11.48,3347019.0,AO,12.1522,-15.1961,6.0
237,Orange Cove,71.51,54.0,4.61,5379533.0,US,-119.3137,36.6244,0.0
238,Barra Patuca,81.21,77.0,6.24,3614835.0,HN,-84.2833,15.8,35.0
239,Arlit,84.58,14.0,7.81,2447513.0,NE,7.3853,18.7369,100.0
240,Chilia Veche,61.16,87.0,10.71,682117.0,RO,29.2833,45.4167,60.0
241,Conde,74.66,100.0,10.36,3385077.0,BR,-34.9075,-7.2597,75.0
242,Bulungu,69.78,98.0,1.83,2316259.0,CD,18.6,-4.55,92.0
243,Baker City,58.75,73.0,4.61,5712169.0,US,-117.8344,44.7749,0.0
244,Rājākhera,88.36,44.0,4.52,1258930.0,IN,78.1714,26.8961,96.0
245,Portland,63.5,67.0,9.22,5746545.0,US,-122.6762,45.5234,20.0
246,Birkeland,42.13,62.0,1.14,3161532.0,NO,8.2323,58.3309,0.0
247,Dvinskoy Bereznik,56.88,44.0,7.76,577240.0,RU,42.7072,62.8551,46.0
248,Jalingo,77.2,80.0,4.25,2336589.0,NG,11.3667,8.8833,100.0
249,Yar-Sale,48.85,58.0,15.95,1486321.0,RU,70.8333,66.8333,20.0
250,Tafresh,69.08,31.0,3.31,113636.0,IR,50.013,34.692,32.0
251,Homer,46.08,74.0,9.22,5864145.0,US,-151.5483,59.6425,100.0
252,Mandalgovi,63.45,16.0,17.0,2030065.0,MN,106.2708,45.7625,100.0
253,Kibala,74.82,85.0,1.34,2425791.0,TD,18.3463,9.1104,100.0
254,Ulladulla,62.76,38.0,2.89,2145554.0,AU,150.4667,-35.35,0.0
255,Sitka,46.29,76.0,0.0,5557293.0,US,-135.33,57.0531,75.0
256,Leningradskiy,35.1,99.0,5.59,2123814.0,RU,178.4167,69.3833,99.0
257,Takāb,65.01,40.0,2.59,113508.0,IR,47.1133,36.4009,69.0
258,Tarancón,54.79,84.0,1.86,3108317.0,ES,-3.0073,40.0085,98.0
259,Goderich,51.91,64.0,8.81,5962442.0,CA,-81.7165,43.7501,7.0
260,Rosa Zarate,74.08,97.0,2.21,3652257.0,EC,-79.4667,0.3333,89.0
261,Luganville,80.53,65.0,6.71,2136150.0,VU,167.1667,-15.5333,10.0
262,Druzhba,51.6,70.0,5.23,709584.0,UA,33.9453,52.0428,0.0
263,Valea lui Mihai,60.51,87.0,3.56,663692.0,RO,22.15,47.5167,67.0
264,Ancud,42.53,84.0,1.68,3899695.0,CL,-73.8203,-41.8697,100.0
265,Matagami,47.89,66.0,5.03,6067747.0,CA,-77.6328,49.7502,1.0
266,Peniche,61.61,91.0,6.29,2264923.0,PT,-9.3811,39.3558,15.0
267,Miraflores,61.27,77.0,1.43,3761194.0,MX,-98.8083,19.2167,91.0
268,Lebu,47.19,81.0,7.78,3883457.0,CL,-73.65,-37.6167,98.0
269,Crawley,47.3,83.0,11.5,2652053.0,GB,-0.1831,51.113,0.0
270,Khonsa,82.89,49.0,4.21,1266668.0,IN,95.5667,27.0167,0.0
271,Yumen,71.38,22.0,25.39,1528998.0,CN,97.2,40.2833,0.0
272,Bubaque,81.12,84.0,15.66,2374583.0,GW,-15.8333,11.2833,88.0
273,Ribas do Rio Pardo,64.09,96.0,3.09,3451399.0,BR,-53.7592,-20.4431,100.0
274,Malbork,49.19,80.0,3.4,3092472.0,PL,19.0266,54.0359,1.0
275,Saint-Leu,71.26,89.0,3.42,6690297.0,RE,55.2833,-21.15,92.0
276,Arkhara,63.64,37.0,13.13,2027487.0,RU,130.0842,49.4212,34.0
277,Tura,90.09,42.0,3.13,1254046.0,IN,90.2201,25.5198,0.0
278,Ingham,58.59,72.0,5.68,4997130.0,US,-84.3833,42.6,99.0
279,Sarandi,63.57,91.0,2.13,3447998.0,BR,-51.8739,-23.4436,99.0
280,Biak,82.35,72.0,7.07,1637001.0,ID,122.8766,-0.9131,61.0
281,Nieuw Amsterdam,78.03,94.0,4.9,3383434.0,SR,-55.0833,5.8833,97.0
282,Boundiali,75.15,83.0,6.06,2290836.0,CI,-6.4869,9.5217,29.0
283,Aitape,85.66,68.0,5.55,2101169.0,PG,142.3475,-3.1374,97.0
284,Manadhoo,84.42,77.0,13.89,1337618.0,MV,73.3833,5.7667,90.0
285,Ca Mau,89.24,59.0,9.71,1586443.0,VN,105.15,9.1769,87.0
286,San Patricio,73.85,75.0,5.5,4726521.0,US,-97.5169,28.017,73.0
287,Portree,44.53,85.0,2.04,2640006.0,GB,-6.1942,57.4129,100.0
288,Srednekolymsk,55.54,35.0,16.49,2121025.0,RU,153.6833,67.45,35.0
289,Zhangaözen,78.55,31.0,8.84,607610.0,KZ,52.8,43.3,38.0
290,Mayo,65.93,75.0,8.99,4362001.0,US,-76.5119,38.8876,75.0
291,Hualmay,69.53,85.0,7.25,3939761.0,PE,-77.6139,-11.0964,91.0
292,Púchov,51.19,88.0,3.31,3057963.0,SK,18.326,49.1249,100.0
293,Hong Kong,87.08,73.0,4.0,1819729.0,HK,114.1577,22.2855,3.0
294,Dzilam González,76.73,81.0,4.94,3529654.0,MX,-88.9333,21.2833,80.0
295,Sistranda,42.76,93.0,30.69,3139597.0,NO,8.834,63.7256,100.0
296,Ondjiva,59.34,61.0,5.21,3346821.0,AO,15.7333,-17.0667,14.0
297,Taguatinga,73.71,49.0,3.56,6319623.0,BR,-46.5711,-12.3857,90.0
298,Evensk,57.02,45.0,3.29,2125693.0,RU,159.2333,61.95,86.0
299,Katsuura,75.22,91.0,24.32,2112309.0,JP,140.3,35.1333,100.0
300,Ambovombe,65.84,82.0,3.76,1079048.0,MG,46.0833,-25.1667,0.0
301,Pisco,68.05,83.0,5.75,3932145.0,PE,-76.2167,-13.7,100.0
302,Lala,85.57,73.0,8.37,1707944.0,PH,123.7458,7.9745,99.0
303,East London,61.74,77.0,9.22,1006984.0,ZA,27.9116,-33.0153,20.0
304,Nyurba,63.7,27.0,4.14,2018735.0,RU,118.3319,63.2842,10.0
305,Baykit,64.85,35.0,3.47,1510689.0,RU,96.37,61.67,100.0
306,Muyezerskiy,46.65,84.0,9.75,524100.0,RU,31.65,63.9333,70.0
307,Umarkot,93.69,41.0,10.58,1162959.0,PK,69.7362,25.3616,13.0
308,Paamiut,34.27,86.0,16.96,3421193.0,GL,-49.6678,61.994,59.0
309,Gberia Fotombu,72.54,97.0,4.76,2409019.0,SL,-11.1667,9.8833,58.0
310,Auki,85.69,66.0,3.13,2109701.0,SB,160.7034,-8.7676,17.0
311,Timmins,54.54,66.0,5.53,6166739.0,CA,-81.3331,48.4669,29.0
312,Pachino,65.21,75.0,4.23,6539213.0,IT,15.0907,36.7186,47.0
313,Arrondissement d'Arcachon,59.04,94.0,2.3,6621469.0,FR,-1.0519,44.5875,0.0
314,Avera,57.15,94.0,2.84,4231997.0,US,-82.5271,33.194,0.0
315,Bonthe,79.88,86.0,2.13,2409914.0,SL,-12.505,7.5264,100.0
316,Songjianghe,71.1,28.0,10.02,2034691.0,CN,127.479,42.1859,90.0
317,Salisbury,47.43,81.0,10.36,2638664.0,GB,-1.7957,51.0693,46.0
